"IO_ID","Address","OccupantName","StructureName","PropUseType","PropUseTypeDescription","InspectionType_Full","LatestInspDate","InspWithinLastYear","address_id","lon","lat"
"159566","139 Cadillac Square","THE RANDOLPH","Cadillac Square","449"," Hotel/motel, Commercial","ANNUAL Mercantile Occupancy","5/8/2022 14:35:27","Yes","4142","-83.04367","42.331962"
"160672","714 East Warren","QM Enterprises Inc.(BP Gas)","QM ENTERPRISES INC. (BP GAS)","571"," Service Station, Gas Station","ANNUAL Gas Station","5/8/2022 13:57:28","Yes","265729","-83.055072","42.360085"
"159068","531 Monroe","EAT AND OUT PIZZA AND GELATO",,"UUU"," Undetermined","ANNUAL Mercantile Occupancy","5/8/2022 13:36:17","Yes","53117","-83.042163","42.335319"
"160607","3643 Gratiot","PD FIREWORKS",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","5/8/2022 10:46:36","Yes","349091","-83.025901","42.36355"
"160422","3443 Fenkell","S&H GAS MART","Citgo","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 23:10:55","Yes","11276","-83.134945","42.402484"
"160400","30 East eight Mile","Edwards Building Supply Inc","Edwards Building & Home Supply Inc.","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 21:20:29","Yes","278515","-83.102107","42.446723"
"160576","14800 Wyoming","FOSTER MARKET","FOSTER MARKET","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 20:52:45","Yes","84936","-83.159211","42.398104"
"147896","14444 Fenkell","AMA FOOD MART/MARATHON GAS STATION","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 20:29:23","Yes","139914","-83.187255","42.402142"
"160564","13605 Fenkell","Baba's Gas & Mart DBA Speed Fill Gas Station","Speed Fill","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 19:05:04","Yes","95012","-83.179559","42.401747"
"139844","15660 Fenkell","Festival Party Store",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","4/8/2022 18:59:27","Yes","145997","-83.201374","42.401644"
"145675","2023 West Eight Mile","SVS Vision","Gateway Marketplace Shops","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 17:31:56","Yes","253813","-83.119977","42.444396"
"158800","20230 West Seven Mile","99 CENTS STORE",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 17:28:45","Yes","353047","-83.24118","42.429653"
"160532","18701 Mack","POINTE SERVICE CENTER LLC/SHELL GAS","POINTE SERVICE CENTER LLC/SHELL GAS","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 17:00:17","Yes","323508","-82.911877","42.414706"
"160588","6306 Fenkell","MOBIL GAS STATION","MOBIL GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 17:00:00","Yes","90943","-83.140789","42.402951"
"160558","13103 Woodrow Wilson","Detroit Repertory Theatre","Detroit Repertory Theatre","100"," Assembly - Other","ANNUAL Assembly Occupancy","4/8/2022 16:48:54","Yes","351116","-83.109949","42.395122"
"156686","13837 Conant","MASS COMMERCIAL REALTY","MASS COMMERCIAL REALTY","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","4/8/2022 16:21:03","Yes","351299","-83.063708","42.418285"
"160531","17300 East Warren","Laith & R Mart  (Valero)","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 16:10:55","Yes","333697","-82.926505","42.406867"
"159623","22355 West Eight Mile","West Oak Senior Care and Rehab Center","West Oak Senior Care and Rehab Center","459"," Residential Board And Care","ANNUAL Adult Day Care","4/8/2022 16:08:27","Yes","105461","-83.264248","42.442632"
"160628","24435 West McNichols","KAS TECH AUTO REPAIRS LLC",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","4/8/2022 16:00:00","Yes","105729","-83.281708","42.414054"
"160587","14127 Linwood","SAMS MINI MART 3 INC GULF GAS","Gulf Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 15:55:04","Yes","41569","-83.125471","42.397511"
"160602","12268 Gratiot","Rigley's Pharmacy",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","4/8/2022 15:41:09","Yes",,,
"160556","12518 Kelly","Chung's Chinese Carry-out","Chung's Chinese Food","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 15:26:19","Yes","303366","-82.961944","42.422359"
"160530","14845 Mack","Burgertime","Mack Consumer Center llc.","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 15:20:08","Yes","304743","-82.948621","42.387775"
"160601","12278 Gratiot","Rigley's Drug","Rigley's Drug","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 15:05:46","Yes","226309","-82.990055","42.415548"
"160646","24203 West McNichols","INDEPENDENT TRANSMISSION",,"UUU"," Undetermined","ANNUAL Repair Garage","4/8/2022 15:00:00","Yes","109216","-83.278595","42.414168"
"160586","8943 Puritan","JAZZO GROUP INC. (CITGO GAS)","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 14:40:33","Yes","94906","-83.159601","42.409476"
"160645","17101 Telegraph","HOT WHEELZ AUTO GROUP",,"UUU"," Undetermined","ANNUAL Business Occupancy","4/8/2022 14:00:00","Yes","538296","-83.277904","42.414878"
"145579","1930 East Eight Mile","Shoe Show #1898","Belmont Mall","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 13:56:22","Yes","292680","-83.081262","42.446256"
"160528","14800 East Warren","SHAWARMA GRILL","Citgo","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","4/8/2022 13:40:42","Yes","310409","-82.954558","42.396578"
"160585","13330 Dexter","Ultimate Birds Inc.","B.P. Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 13:30:17","Yes","37996","-83.130086","42.389514"
"148311","9365 Van Dyke","Steen's Party Shop LLC.","Steen's Party Store / CITGO","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 12:58:20","Yes","319273","-83.023333","42.398346"
"160538","5169 Trumbull","WOODBRIDGE PUB","Woodbridge Pub","100"," Assembly - Other","ANNUAL Assembly Occupancy","4/8/2022 12:36:38","Yes","46750","-83.080114","42.35403"
"160535","7741 Grand River","Little Mary's","Little Mary's","162"," Bar or Nightclub","ANNUAL Assembly Occupancy","4/8/2022 12:16:02","Yes","68425","-83.115628","42.359069"
"160584","13330 Linwood","SHAMSHOOM FUEL LLC.","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 12:00:18","Yes","42324","-83.121348","42.392759"
"160644","20121 McNichols","Citgo",,"571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 12:00:00","Yes","126376","-83.23964","42.414745"
"160526","14407 Mack","MACK PETRO MART","Sunoco Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 11:40:37","Yes","304627","-82.952774","42.386988"
"160643","18120 West McNichols","Mason's Mobil Inc.","MOBIL Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 11:00:00","Yes","100691","-83.21972","42.415848"
"160525","12517 Mack","Detroit Fuel Station LLC.","Mobil Gas","571"," Service Station, Gas Station","ANNUAL Gas Station","4/8/2022 10:30:47","Yes","537111","-82.967766","42.384678"
"158056","19850 Fenkell","FENKELL EXPRESS INC.",,"500"," Mercantile, Business - Other","ANNUAL Gas Station","4/8/2022 10:00:00","Yes","127067","-83.237087","42.401036"
"160662","1200 Martin Luther King Jr.","Woodbridge Estates",,"400"," Residential - Other","ANNUAL Residential","4/8/2022 09:57:23","Yes","257247","-83.069094","42.34338"
"160598","18743 Joy","Tony's Auto Tech","Tony's Auto Tech","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","4/8/2022 09:39:28","Yes","216952","-83.224356","42.357403"
"160283","7635 East Davison","PAYNE LANDSCAPING, INC. / EASTSIDE MAINT HUB","PAYNE LANDSCAPING","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Storage Occupancy","4/8/2022 09:10:31","Yes","251899","-83.025105","42.424045"
"160665","5200 Woodward","LABELLE COMMERCIAL/INDUSTRIAL","DETROIT INSTITUTE OF ARTS","UUU"," Undetermined","ANNUAL Assembly Occupancy","4/8/2022 09:01:00","Yes","255699","-83.064376","42.359406"
"160660","1101 Springwells","MCDONALD'S (#5251)","Mcdonalds","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","4/8/2022 07:53:56","Yes","29206","-83.120854","42.303283"
"153054","1642 East Eight Mile","CHARTER BUILDING & DESIGN","Azzo's Liquor Mall","UUU"," Undetermined","ANNUAL Mercantile Occupancy","3/8/2022 17:57:13","Yes","348478","-83.087362","42.446647"
"160509","20216 Van Dyke","Detroit Grill & Chicken","MARATHON GAS STATION / OIL CHANGE MALL","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 17:30:11","Yes","269453","-83.02409","42.445388"
"153055","1620 East Eight Mile","AZZO LIQUOR, INC.","Azzo Plaza","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 16:53:15","Yes","535620","-83.087705","42.446544"
"160641","24300 West McNichols","SPOTLIGHT LIQUOR","Spotlight Liquior","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 16:00:00","Yes","353311","-83.280161","42.414799"
"154603","8106 Kercheval","Hawkins Realty Group",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","3/8/2022 16:00:00","Yes","350088","-82.998291","42.358753"
"159112","20141 West Eight Mile","Auto Outlet",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","3/8/2022 16:00:00","Yes","101318","-83.241394","42.443365"
"160515","20491 John R","JOHN R. MECHANIC","John R. Mechanic","500"," Mercantile, Business - Other","ANNUAL Repair Garage","3/8/2022 15:39:53","Yes","353095","-83.103323","42.44579"
"160488","6680 Michigan","NEW GIANT",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 15:14:45","Yes","215352","-83.126146","42.331451"
"160640","24311 West McNichols","FARMER KAY FISH & CHICKEN","FARMER J FISH CHICKEN","UUU"," Undetermined","ANNUAL Business Occupancy","3/8/2022 15:00:00","Yes","109217","-83.279887","42.414224"
"153672","8066 Kercheval","Sister Pie",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 14:46:16","Yes","282427","-82.998556","42.358629"
"128543","8044 Kercheval","Village Parlor","Marrow","500"," Mercantile, Business - Other","ANNUAL Assembly Occupancy","3/8/2022 14:38:50","Yes","331063","-82.998888","42.358532"
"160514","20525 John R","ASTON MOTOR GROUP INC. DBA CARWISE",,"579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","3/8/2022 14:36:17","Yes","278468","-83.103231","42.446219"
"160506","19030 Van Dyke","ALNAGHOUM MINI MART","Citgo Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","3/8/2022 14:30:18","Yes","269473","-83.023469","42.433724"
"160486","6835 Michigan","SUPER DOLLAR STORE","SUPER DOLLAR STORE","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 14:05:31","Yes","215298","-83.127463","42.330461"
"160639","24351 West McNichols","TOY BOX II BAR & GRILL","The Toy Box Bar & Grill","100"," Assembly - Other","ANNUAL Assembly Occupancy","3/8/2022 14:00:00","Yes","105730","-83.280787","42.414137"
"130828","20539 John R","MAE CUSTOMIZED CABINETS",,"549"," Specialty Shop","ANNUAL Mercantile Occupancy","3/8/2022 13:55:40","Yes","278786","-83.103208","42.446502"
"160505","18021 Conant","Alaska Fish & Chicken","Sunoco","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","3/8/2022 13:40:07","Yes","277858","-83.069439","42.426117"
"142373","1815 Van Dyke","Chris Kimbrough Cleaners",,"600"," Ind., Utility, Defense, Agriculture, Mining - Other","ANNUAL Business Occupancy","3/8/2022 13:26:37","Yes","330866","-82.999772","42.357693"
"160629","24450 West McNichols","NENO AUTO",,"500"," Mercantile, Business - Other","ANNUAL Repair Garage","3/8/2022 13:00:00","Yes","353323","-83.282153","42.414677"
"146753","15 West Eight mile","John R Fuel Mart Inc.","SUNOCO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","3/8/2022 12:55:30","Yes","291004","-83.103245","42.446615"
"160503","12000 Conant","CONANT MINI-MART INC. (BP GAS)","BP Gas station","571"," Service Station, Gas Station","ANNUAL Gas Station","3/8/2022 11:15:29","Yes","350853","-83.055647","42.407196"
"158919","15025 Fenkell","Lakeridge Ministries C.O.G.I.C.","Lakeridge Ministries C.O.G.I.C.","100"," Assembly - Other","ANNUAL Business Occupancy","3/8/2022 10:51:22","Yes","143449","-83.193342","42.401392"
"147151","6406 Woodward","Cremebrulee","1234","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","2/8/2022 17:55:08","Yes",,,
"160466","1920 East Eight Mile","T-Mobile #8718","T Mobile","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","2/8/2022 17:42:41","Yes","348536","-83.081314","42.446247"
"160245","3720 West McNichols","University Petro LLC","Sunoco gas station","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 17:33:37","Yes","271820","-83.13653","42.41745"
"160423","3344 Puritan","NISIRENE MINI MART (MARATHON GAS)","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 17:29:37","Yes","28849","-83.134562","42.410271"
"159981","18900 Greenfield","S & B MINI MART INC,","EXXON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 17:25:48","Yes","68645","-83.199273","42.428937"
"160450","1511 Washington","Premier Pet Supply",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","2/8/2022 17:16:10","Yes",,,
"160465","1900 East Eight Mile","RITE AID #04526","Belmont Shopping Center","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","2/8/2022 16:46:31","Yes","348524","-83.081012","42.445917"
"160524","2424 West Grand Boulevard","CROSSROADS OF MICHIGAN",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","2/8/2022 16:18:14","Yes","81229","-83.095845","42.361416"
"160478","9701 Van Dyke","FATHER & SON FUEL INC.",,"571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 16:15:42","Yes","195007","-83.023437","42.401285"
"160523","1600 Blaine","MCHS Family of Services (T.I.P.S Program)","CATHOLIC SOCIAL SERVICES","400"," Residential - Other","ANNUAL Residential","2/8/2022 16:03:41","Yes","60752","-83.094755","42.374415"
"160447","5777 Southfield","Residence Inn Marriott","Hawthorn Suites Dearborn","439"," Boarding/rooming House, Residential Hotels","ANNUAL Residential","2/8/2022 15:53:48","Yes",,,
"160477","17101 Van Dyke","Dunia Petro Mart LLC (Citgo Gas)","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","2/8/2022 15:30:32","Yes","269718","-83.024237","42.419878"
"160471","7501 West Davison","ALMOSTOFU MINI MART","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 14:30:15","Yes","349879","-83.145819","42.385935"
"160475","11535 Morang","B & S OIL, INC. (SUNOCO GAS)","SUNOCO","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 13:30:18","Yes","312937","-82.947586","42.424726"
"160657","7155 West Vernor","24/7 C Store LLC-Citgo","Quik Mart Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 13:27:26","Yes","36923","-83.120816","42.313754"
"152716","10833 West McNichols","WHITE'S MUFFLER SERVICE & GUS USED AUTO SALE","Gus's Used Auto Sales","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","2/8/2022 12:16:27","Yes","94814","-83.169531","42.416379"
"160474","14900 East Jefferson","Marathon","Marathon","571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","2/8/2022 12:10:19","Yes","335403","-82.938844","42.374666"
"160632","14824 Greenfield","Bellemere Senior Apartments",,"599"," Business Office","ANNUAL Business Occupancy","2/8/2022 12:00:00","Yes","133560","-83.198183","42.397118"
"160631","24424 West McNichols","DEVELOPMENT CENTERS INC","DEVELOPMENT CENTERS","300"," Health Care, Detention & Correction - Other","ANNUAL Business Occupancy","2/8/2022 11:00:00","Yes","109066","-83.28142","42.414685"
"147421","3801 West Vernor","F & S FUEL AND FOOD LLC/VALERO GAS","VALERO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 10:09:30","Yes","349123","-83.089562","42.322465"
"155651","7690 East Seven Mile","M. George's Coney Island","M. George's Coney Island","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","2/8/2022 09:47:23","Yes","253520","-83.024966","42.43364"
"158125","12301 Conant","NORTHERN LAKES SEAFOOD & MEATS",,"700"," Manufacturing, Processing","ANNUAL Industrial Occupancy","2/8/2022 09:30:04","Yes","274897","-83.057772","42.409516"
"158989","11301 Dexter","BD Fuels & Food Mart Inc.","Citgo Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","2/8/2022 09:02:01","Yes","75483","-83.12272","42.377056"
"158541","6103 Charles","NAJIB CORP","Falcon Liquor","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","2/8/2022 09:01:34","Yes","270994","-83.040257","42.412169"
"159807","16400 Plymouth","Hi-Quality Rebuilt","Hi-Quality Rebuilt","500"," Mercantile, Business - Other","ANNUAL Repair Garage","1/8/2022 17:45:22","Yes","216407","-83.207557","42.372709"
"160415","14820 East Jefferson","SUBWAY","Mobile Gas Station","519"," Food And Beverage Sales, Grocery Store","ANNUAL Business Occupancy","1/8/2022 17:20:07","Yes","351649","-82.939741","42.374304"
"146792","20405 Conant","MCDONALD'S #1702",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","1/8/2022 17:09:09","Yes","255145","-83.082932","42.445375"
"160362","414 Renaissance Drive","Marriot Parking Structure",,"100"," Assembly - Other","ANNUAL Parking Garage/Deck","1/8/2022 16:23:25","Yes","294410","-83.039756","42.329026"
"156825","24555 West McNichols","6 MILE & TELEGRAPH MINI MART INC","CITGO GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","1/8/2022 16:00:00","Yes","110351","-83.283142","42.413973"
"146759","1638 East eight Mile","FALU African Hair Braiding","AZZO's Liquor Mall","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","1/8/2022 15:40:33","Yes",,,
"160419","12441 East Jefferson","ANJ FUEL, LLC / SHELL GAS STATION","Shell Gas Station","571"," Service Station, Gas Station","ANNUAL Gas Station","1/8/2022 15:26:48","Yes","350952","-82.959835","42.370281"
"160413","17230 Harper","Rifai fuels inc","Exxon","571"," Service Station, Gas Station","ANNUAL Mercantile Occupancy","1/8/2022 15:00:50","Yes","333654","-82.93406","42.417367"
"141020","20465 Dequindre","CHASE BANK","BANK ONE","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","1/8/2022 14:40:48","Yes","276815","-83.083603","42.445719"
"160418","9645 East Jefferson","JENNA STATION INC./ AMOCO GAS","Amoco","571"," Service Station, Gas Station","ANNUAL Gas Station","1/8/2022 14:38:53","Yes","333191","-82.983291","42.360456"
"140070","300 East Eight Mile","Lee's Auto Repair and Towing LLC","Lee's Auto Repair and Towing LLC","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","1/8/2022 13:35:02","Yes","536116","-83.101534","42.446722"
"160439","19100 James Couzens","DORTCH ENTERPRISES LLC","Subway","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","1/8/2022 12:00:00","Yes","24573","-83.186647","42.431181"
"160410","17100 Harper","SUNOCO GAS/SANA MINI MART","Sana Mini Mart","571"," Service Station, Gas Station","ANNUAL Gas Station","1/8/2022 11:00:39","Yes","306804","-82.935984","42.416262"
"160438","14204 West Seven Mile","MCDONALD'S #7025","McDonald's","100"," Assembly - Other","ANNUAL Business Occupancy","1/8/2022 11:00:00","Yes","21074","-83.185766","42.43118"
"158545","4114 East Davison","LUCKY AUTO SALES","LUCKY AUTO SALES","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","1/8/2022 09:30:17","Yes","276593","-83.059948","42.415761"
"160420","645 Griswold","Best Wear","Penobscot Building","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","1/8/2022 08:13:24","Yes","348096","-83.047659","42.330278"
"160389","2905 Beaufait","Spot Lite Detroit",,"100"," Assembly - Other","ANNUAL Assembly Occupancy","30/7/2022 21:27:50","Yes","278113","-83.016716","42.358058"
"160387","21222 West Seven Mile","Marie Antoinette Boutique",,"500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","30/7/2022 17:41:57","Yes","353168","-83.251759","42.429558"
"160386","22050 West Seven Mile","Graphic Designs T-Shirt & Barbershop","Graphic Designs T-Shirt & Barbershop","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","30/7/2022 17:32:29","Yes","353224","-83.259445","42.429234"
"160384","21700 West Seven Mile","BOOST MOBILE #1042","BOOST MOBILE #1042","599"," Business Office","ANNUAL Mercantile Occupancy","30/7/2022 17:19:21","Yes","132986","-83.258816","42.429494"
"160380","15111 Houston Whittier","HAYES MINI MART LLC","Shamrock","571"," Service Station, Gas Station","ANNUAL Gas Station","29/7/2022 23:59:00","Yes","139837","-82.965532","42.421113"
"133642","13231 Gratiot","MOBIL GAS - MICHIGAN FUELS","Mobile gas (Awad Superior Llc)","571"," Service Station, Gas Station","ANNUAL Gas Station","29/7/2022 23:37:17","Yes","347529","-82.985751","42.423691"
"160372","22040 West Seven Mile","UNITED PARTY SHOPPE","United Party Shoppe","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","29/7/2022 21:54:19","Yes","108028","-83.25924","42.429495"
"160370","22000 West Seven Mile","MANHATTAN FISH & CHICKEN","MANHATTAN FISH & CHICKEN","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/7/2022 20:29:02","Yes","353211","-83.258781","42.429432"
"160368","21800 West Seven Mile","Classy Curls Hair Studio",,"500"," Mercantile, Business - Other","ANNUAL Business Occupancy","29/7/2022 20:22:56","Yes",,,
"160309","15800 Tireman","Prism Auto Technologies LLC","Tarraf Inc","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/7/2022 19:36:20","Yes","351915","-83.199843","42.351352"
"160367","21200 West Seven Mile","WESTBROOK PARTY STORE, INC.","Westbrook P-S","UUU"," Undetermined","ANNUAL Mercantile Occupancy","29/7/2022 19:31:37","Yes","101330","-83.251326","42.429541"
"160365","20924 West Seven Mile","PARK BEAUTY SUPPLY","Parks Beauty Supply","500"," Mercantile, Business - Other","ANNUAL Mercantile Occupancy","29/7/2022 19:18:37","Yes","113304","-83.249073","42.429624"
"160326","17046 Harper","HARPER/CADIEUX GAS INC. (MOBILE)","HARPER/CADIEUX GAS INC. (MOBILE)","571"," Service Station, Gas Station","ANNUAL Gas Station","29/7/2022 17:00:03","Yes","306763","-82.936865","42.415897"
"160304","1323 Broadway","Newport Lounge","The Broadway Apartments","100"," Assembly - Other","ANNUAL Residential","29/7/2022 16:44:58","Yes","48447","-83.046235","42.334668"
"160303","15 East Kirby","STATE FARM INSURANCE Co.","Park Shelton mas","500"," Mercantile, Business - Other","ANNUAL High Rise","29/7/2022 16:30:34","Yes","266179","-83.066051","42.360493"
"160325","17017 Harper","Harper Mini Mart (Amoco)","Marathon Gas Station","571"," Service Station, Gas Station","ANNUAL Business Occupancy","29/7/2022 16:15:27","Yes","303765","-82.937253","42.416537"
"146781","20503 Dequindre","Igeek Repair Center","Igeek Repair Center","500"," Mercantile, Business - Other","ANNUAL Business Occupancy","29/7/2022 15:55:38","Yes","353101","-83.083765","42.44645"
"160358","31 West Eight Mile","A-1 Kelly Tires","A-1 Kelly Tires","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Repair Garage","29/7/2022 13:55:27","Yes","278467","-83.103506","42.446719"
"160323","14400 East Seven Mile","CHALMERS SERVICE STATION INC/VALERO GAS","Valero /Mini Mart / Repair","571"," Service Station, Gas Station","ANNUAL Gas Station","29/7/2022 13:15:26","Yes","351479","-82.974886","42.434786"
"160349","24760 West Seven Mile","DELTA SIGMA THETA","SORORITY HOUSE","100"," Assembly - Other","ANNUAL Business Occupancy","29/7/2022 13:00:00","Yes","107134","-83.286997","42.429352"
"160301","150 West Congress","THE CAUCUS CLUB","PENOBSCOT BLDG","100"," Assembly - Other","ANNUAL Assembly Occupancy","29/7/2022 12:08:54","Yes",,,
"160348","24651 West McNichols","MCNICHOLS APARTMENTS LLC",,"400"," Residential - Other","ANNUAL Residential","29/7/2022 12:00:00","Yes","105728","-83.284695","42.414028"
"152165","463 West Eight Mile","CAR DEPOT",,"599"," Business Office","ANNUAL Mercantile Occupancy","29/7/2022 11:59:32","Yes","347976","-83.108519","42.446564"
"159787","2150 East Vernor","HERMAN DOMINE ENTERPRISES INC","DELTA MANNOR/VILLAGE GREEN MANOR","UUU"," Undetermined","ANNUAL High Rise","29/7/2022 11:58:27","Yes","315598","-83.032511","42.348347"
"160322","13613 East McNichols","M & HEDA, INC","Sunoco","571"," Service Station, Gas Station","ANNUAL Gas Station","29/7/2022 11:45:12","Yes","224875","-82.984336","42.427257"
"159369","250 West Larned","Foundation Hotel","Detroit Foundation Hotel","449"," Hotel/motel, Commercial","ANNUAL High Rise","29/7/2022 10:46:48","Yes","289380","-83.048424","42.328319"
"152163","511 West Eight Mile","Detroit Dental Specialists",,"341"," Clinic, Clinic-type Infirmary","ANNUAL Business Occupancy","29/7/2022 10:00:13","Yes","278744","-83.109323","42.44659"
"160357","445 West Eight Mile","Champs Auto Sales, inc","Used Auto Sales Office","579"," Motor Vehicle or Boat Sales, Services, Repair","ANNUAL Business Occupancy","29/7/2022 01:01:44","Yes","277816","-83.108243","42.446394"
"160270","20850 West Seven Mile","SALON SECRETS",,"UUU"," Undetermined","ANNUAL Business Occupancy","28/7/2022 20:17:11","Yes","95737","-83.248277","42.429592"
"145408","20716 West Seven Mile","DYNAMO DELI",,"161"," Restaurant or Cafeteria","ANNUAL Business Occupancy","28/7/2022 20:15:52","Yes","101334","-83.246599","42.429634"
"160268","20848 West Seven Mile","Head liners Barbershop","Headliners Barber Shop","UUU"," Undetermined","ANNUAL Business Occupancy","28/7/2022 20:11:04","Yes",,,
"160264","20630 West Seven Mile","BRAILE MINI MART LLC","SUNOCO GAS STATION & PREMIUM CAR CLINIC","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 18:49:44","Yes","111265","-83.245753","42.429749"
"160262","20400 Seven Mile","Presidential Suites",,"UUU"," Undetermined","ANNUAL Business Occupancy","28/7/2022 18:34:55","Yes","95531","-83.243385","42.429747"
"135741","20412 West Seven Mile","WEST 7 GENTLEMAN'S BARBER SHOP",,"UUU"," Undetermined","ANNUAL Business Occupancy","28/7/2022 18:31:18","Yes","95533","-83.243385","42.429747"
"151157","20510 West Seven Mile","BOB'S PIZZA PALACE","Bob's Pizza Palace","161"," Restaurant or Cafeteria","ANNUAL Mercantile Occupancy","28/7/2022 18:18:53","Yes","111210","-83.244819","42.429706"
"160214","14202 East Eight Mile","Citgo Gas Station","Citgo Oil","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 17:00:26","Yes","183507","-82.976207","42.449197"
"160248","16140 West McNichols","SAN MINI MART INC. MARATHON GAS STATION","MARATHON GAS STATION","571"," Service Station, Gas Station","ANNUAL Gas Station","28/7/2022 17:00:01","Yes","63976","-83.206468","42.416171"
