"number","amount","description","status","supplier","city","state","start_date","end_date","contract_link"
"3053296","1963.06","payment per quote 21722936","Open","4IMPRINT","Chicago","IL","28/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053296.pdf"
"3053297","1995","PO for Reflective safety vests for civilian crossing guards and 18"", 2-sided hand held stop signs for civilian crossing guards per the attached quote. 		","Closed for Receiving","MICHIGAN STATE POLICE","LANSING","MI","28/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053297.pdf"
"3053284","1956.5","payment per quote dated august 16,2021","Closed for Invoicing","PAPER ROLL PRODUCTS","St Paul","MN","28/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053284.pdf"
"3053197","140","payment per 	INVOICE#15623","Closed","MAD TRAFFIC CREATIVE SERVICES LLC","Southfield","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053197.pdf"
"3053245","162050","CC Approved. To pay invoices per BPA 6003272","Open","JE JORDAN LANDSCAPING INCORPORATED","DETROIT","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053245.pdf"
"3053253","4260","Board Of Police Commissioners- Legal research needed from 7/1/21- 6/30/22","Open","LEXIS NEXIS","CAROL STREAM","IL","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053253.pdf"
"3053196","300","payment per invoice15624","Closed","MAD TRAFFIC CREATIVE SERVICES LLC","Southfield","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053196.pdf"
"3053223","271.9","payment per mfg  #4145711Y","Open","Quadient Leasing USA, Inc","TAMPA","FL","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053223.pdf"
"3053224","270","payment per invoice 1812109","Open","TRANSIT TALENT.COM LLC","Torrance","CA","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053224.pdf"
"3053222","1425","payment per invoice T-6696","Closed","TAMACO GRAPHICS","DETROIT","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053222.pdf"
"3053225","918.88","payment per quote #84732 ","Closed","QUICKSERIES PUBLISHING INC","Oakland Park","FL","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053225.pdf"
"3053249","108750","CC Approved. To pay invoices per BPA 6003460","Open","CADILLAC ASPHALT LLC","BELLEVILLE","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053249.pdf"
"3053227","109.8","payment to provide 500 BUSINESS CARDS (250) PER BOX FOR CM ROY MCCALISTER, JR.","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053227.pdf"
"3053240","75000","cc Approved. To pay invoices per BPA 6003274","Open","A-TEAM SNOW AND ICE CONTROL LLC","Detroit","Michigan","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053240.pdf"
"3053241","116567","CC Approved. To pay invoices per BPA 6003429","Open","FONTENOT LANDSCAPING SERVICES LLC","Detroit","Michigan","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053241.pdf"
"3053248","214200","CC Approved. To pay invoices per BPA 6002756","Closed for Invoicing","Traffic Logix Corporation","Spring Valley","NY","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053248.pdf"
"3053219","1982","payment per invoice 86957420 86993339 87023998 87059627 57359988 87093529 57410681 87128499 57464442 87163825 57516828 87195311 57570253 87233143 57626564 87271621 57677700 87306223 57734254 57786811 57838483 57894075 ","Open","ABSOPURE WATER COMPANY","PLYMOUTH","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053219.pdf"
"3053215","2000","PARKING SPACES AT 81 ERSKINE FOR TWO (2) ODFS EMPLOYEES","Open","Premier Parking of Michigan","Detroit","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053215.pdf"
"3053226","2016","payment per invoice 10/18/21","Closed for Receiving","ABSOPURE WATER COMPANY","PLYMOUTH","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053226.pdf"
"3053246","442500","CC Approved. To pay invoices per BPA 6003446","Closed for Invoicing","CADILLAC ASPHALT LLC","BELLEVILLE","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053246.pdf"
"3053250","24500","Furnish Repairs per quote.","Open","Energy Group, Inc","Detroit","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053250.pdf"
"3053262","1931","Furnish Uchannel parts per quote","Closed","MDSOLUTIONS INC","PLAIN CITY","OH","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053262.pdf"
"3053258","26963.58","FY-22 REFERENCE # 22-2312 FLUID, DEF UREA 41G21000. Past due payment May 8th to October 8th 2021CC APPROVAL 4/2/2020","Open","SHRADER TIRE & OIL INC","TOLEDO","OH","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053258.pdf"
"3053198","585","payment per INVOICE#15622","Closed","MAD TRAFFIC CREATIVE SERVICES LLC","Southfield","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053198.pdf"
"3053199","285","payment per INVOICE#15621 ","Closed","MAD TRAFFIC CREATIVE SERVICES LLC","Southfield","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053199.pdf"
"3053243","202055","CC Approved. To pay invoices per BPA 6003273","Open","PAYNE LANDSCAPING INC","DETROIT","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053243.pdf"
"3053251","24500","Furnish Repairs per Quote.","Open","LECOM LLC","Detroit","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053251.pdf"
"3053242","65000","CC Approved. To pay invoices per 6003271","Open","Gibraltar Construction Company","Trenton","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053242.pdf"
"3053259","107350","DWSD Only - PO against Contract 6003895 for Cold Patch Bituminous Material:  CP-5 MODIFIED IN ACCORDANCE WITH DWSD SPECIFICATION #WCW-23.","Open","AJAX PAVING INDUSTRIES INC","DETROIT","MI","27/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053259.pdf"
"6003882","3333000","To provide City-Wide Moving Services ber Bid 181486.","Open","BDM TRANSPORT LLC","Detroit","MI","26/10/2021 00:00:00","25/10/2024 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003882.pdf"
"3053175","21400","FY22 - RFP #22EW181712,3 Emergency Demolition of 15839 Burgess GF Blight Funding FY22			Which expire on 10/30/2022","Open","BLUE STAR INC","WARREN","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053175.pdf"
"3053188","407.65","Provide Furniture per Quote","Closed for Receiving","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053188.pdf"
"3053190","1933.5","payment per invoice 488","Closed","Affinity Promotions LLC","Madison Heights","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053190.pdf"
"3053177","2204.32","DWSD only 29745 - ASSEMBLY, BONNET:  FOR CAST IRON GATE VALVE, DWS 10"" NON-RISING STEM TYPE; EXCLUDING WEDGE; EAST JORDAN IRON WORKS, IN ACCORDANCE WITH DWSD SPECIFICATION #S-1-B","Open","EJ USA INC","PITTSBURGH","PA","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053177.pdf"
"3053174","13036","Emergency request to provide HVAC to DDOT facility ","Open","SYSTEMP CORPORATION","ROCHESTER HILLS","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053174.pdf"
"3053183","1050","Furnish badges per quote","Closed","GERARD R DAVIS LTD","North Smithfield","RI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053183.pdf"
"3053182","1500","Invoice payment for  G & CC Associates Rental of chairs, tables & tents for CM's Benson Career & Job Fair on October 29, 2021 at Bel Air Shopping Center.","Closed for Receiving","G&CC RENTALS","Detroit","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053182.pdf"
"3053180","234","DWSD only 24827 - TIRE, PASSENGER CAR: FOCUS; GOODYEAR EAGLE RS-A OR EQUIVALENT 195/60R15 LOAD SL B304848GCW-74MMC,  PSI 51, LOAD RANGE STANDARD, PLIES 1 POLYESTER","Finally Closed","JEFFERSON CHEVROLET CO",,,"26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053180.pdf"
"3053193","2045.94","DWSD Only multiple reqs for Auto parts","Closed","DEALER AUTO PARTS SALES INC","REDFORD","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053193.pdf"
"3053189","1945.23","payment per quote 487","Closed","Affinity Promotions LLC","Madison Heights","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053189.pdf"
"3053173","18120","Emergency Request to provide plumbing services ","Open","MOORE BROTHERS PLUMBING & HEATING","DETROIT","MI","26/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053173.pdf"
"6003774","5928715","This will be a five (5) year agreement to provide DDOT with the manufacture and delivery of four (4) Forty-Foot Proterra Catalyst E2 Battery Electric Buses, one (1) Plug-In Charging Station(s), and one (1) Overhead Charging Station. ","Open","Proterra, Inc","Greenville","SC","25/10/2021 00:00:00","25/10/2026 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003774.pdf"
"3053166","65520","Emergency Demolition (Residential) 3400 Springle","Open","DMC CONSULTANTS INC","DETROIT","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053166.pdf"
"3053165","20100","FURNISH AND INSTALL FIFTEEN (15) 275 GALLON TOTES","Closed","SUBURBAN CALCIUM CHLORIDE SALES INC","Taylor","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053165.pdf"
"3053161","53","Ameri-Time, Renewal Maintenance Agreement, MP-550 - S/N 1521352, from 11/1/21 to 10/31/22","Closed","AMERI-TIME LLC","ROSEVILLE","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053161.pdf"
"3053156","1605.2","TO PROVIDE INNER-CITY CONTRACTING INVESTIGATION FOR THE CITY OF DETROIT, OFFICE OF THE CHIEF FINANCIAL OFFICER (OCP) (REQ 492255)","Closed","Floyd E. Allen & Associates, P.C.",,,"25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053156.pdf"
"3053142","1999.88","payment per quote 12620","Closed","JANCO DISTRIBUTORS","DETROIT","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053142.pdf"
"3053150","7313.8","29791 - VALVE, GATE:  CAST IRON FLANGE DWS 10"" OPEN RIGHT WITH O'RING IN ACCORDANCE WITH DWSD SPECIFICATION #S-394 AND ATTACHED DRAWING.  MFG EAST JORDAN IRON WORKS OR APPROVED ALTERNATE.","Closed","EJ USA INC","PITTSBURGH","PA","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053150.pdf"
"3053172","1639.63","payment per quote #84726 ","Closed","QUICKSERIES PUBLISHING INC","Oakland Park","FL","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053172.pdf"
"3053168","1672","payment per invoice 6697","Closed","TAMACO GRAPHICS","DETROIT","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053168.pdf"
"3053154","9857","FY-22 Reference #22-1971 This change order is for Pyramid to determine final electrical/generator backup plan as necessary for the move of DDOT's Control Center (Dispatch) to 100 Mack. Contract 3043349","Closed","MOTOROLA SOLUTIONS INC","SCHAUMBURG","IL","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053154.pdf"
"3053157","79.05","Dwsd only  - 23023 - LAMP, SIGNAL: TAIL, RED; GROTE #52772","Closed","VEHICLE MAINTENANCE PROGRAM","BOCA RATON","FL","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053157.pdf"
"6003908","150000","This is a three(3) year agreement for GSD to repair Elgin Sweepers. Awarded based on Negotiation 181576","Open","MacQueen Equipment, LLC dba Bell Equipment Company","Saint Paul","MN","25/10/2021 00:00:00","25/10/2024 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003908.pdf"
"3053158","2000","payment per invoice b1923","Closed","ARTS & SCRAPS","DETROIT","MI","25/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053158.pdf"
"6003979","4132269","Construction of a new Detroit Healthy Homeless Center with 56 beds to provide emergency homeless shelters.  The shelter will be located at 3426 Mack Ave. ,","Open","NEIGHBORHOOD SERVICE ORGANIZATION","DETROIT","MI","23/10/2021 00:00:00","31/5/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003979.pdf"
"3053129","19600","payment in reference to bid REQUEST FOR QUOTE: 181744 ","Closed for Receiving","WOLVERINE SOLUTIONS GROUP","DETROIT","MI","23/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053129.pdf"
"3053116","96.8","31203 - TOOL, FLARING:  3/4"" HAMMER TYPE FOR COPPER PIPE SHALL BE MADE OF HIGH QUALITY HARDENED STEEL.  MFG RIGID #41330 OR DWSD APPROVED ALTERNATE.","Open","MOTOR CITY PIPE & SUPPLY CO","DETROIT","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053116.pdf"
"3053126","22379","Influenza Vaccine for City of Detroit Employees/HR Initiative.Per LJ Ok to process POAttached is signed NSP and approval","Closed","McKesson Medical-Surgical Minnesota Supply Inc.","Richmond","VA","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053126.pdf"
"3053114","198.6","DWSD - only 600079 - FILTER, AIR: SECONDARY ELEMENT; FOR 2014 420 E & F CATERPILLAR MACHINE; MFG CATERPILLER # 346-6688; NO SUBSTITUTIONS","Closed","MICHIGAN CAT,division of, MACALLISTER MACHINERY CO, INC",,,"22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053114.pdf"
"3053103","7149.1","PAYMENT FOR FLATBED TOW TRUCK REPAIR SERVICES, LABOR AND/OR PARTS, DPD","Closed","Bill Jones Enterprises, Inc, dba, METRO AIRPORT TRUCK","TAYLOR","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053103.pdf"
"6003992","332285","Design Guidelines for Commercial Corridors","Open","INTERFACE STUDIO","Philadelphia","PA","22/10/2021 00:00:00","30/6/2023 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003992.pdf"
"3053127","1206","Furnish Posts per quote.","Closed","MDSOLUTIONS INC","PLAIN CITY","OH","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053127.pdf"
"3053097","300.25","payment per invoice 41794","Closed","J.C.Goss Company","Detroit","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053097.pdf"
"3053122","24960","Emergency Residential Demolition, 8154 Kenney (22RJ181707)","Open","DMC CONSULTANTS INC","DETROIT","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053122.pdf"
"3053098","1391","payment per invoice 6698","Closed","TAMACO GRAPHICS","DETROIT","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053098.pdf"
"3053125","89384","Emergency Residential Demolition, (22RJ181696), 5855_6122_6308 Hazlett and 6019 Northfield","Open","HOMRICH","CARLETON","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053125.pdf"
"3053106","24750","Emergency Residential Demolition, 18592 Maine, (22RJ181722)","Open","DMC CONSULTANTS INC","DETROIT","MI","22/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053106.pdf"
"3053057","1669.66","PO for payment of FY 22 - Halloween in the D Event at Farwell Recreation Center - Quote #712175603 City of Detroit - General Services Department Farwell Recreation Center 2711 E. Outer Drive, Detroit MI 48234","Finally Closed","Fun Express, LLC","Des Moines","IA","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053057.pdf"
"3053084","89.99","payment per quote Mfg#B2B169/5760856","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053084.pdf"
"3053067","119.4","payment per attached quote","Open","CRYSTAL CLEAR IMAGES","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053067.pdf"
"3053095","2000","unplanned request to use a sole source to provide renderings for the Farwell Rec. Center. ","Open","STUDIO DETROIT","Detroit","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053095.pdf"
"3053071","408","payment per attached quote","Closed for Invoicing","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053071.pdf"
"3053076","279.5","Multiple Reqs for 23139 517513 601412","Closed","DEALER AUTO PARTS SALES INC","REDFORD","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053076.pdf"
"3053093","1150","chairs for Elections ","Closed","PARTY TIME RENTAL","OAK PARK","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053093.pdf"
"3053061","1672","payment per invoice T-6701","Closed","TAMACO GRAPHICS","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053061.pdf"
"3053066","1500","payment per invoice 38-00481","Closed","THE GUERRILLA POLITIC","Canton","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053066.pdf"
"3053079","460","PO for GenSaver 2.0 DNA, 2 spot, pk 100. Item # DNAG2	","Closed","Sirchie Acquistion Co. LLC","YOUNGSVILLE","NC","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053079.pdf"
"3053064","1974","payment per invoice BERG15066","Open","BERESFORD COMPANY","Southfield","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053064.pdf"
"3053094","1860.8","COVID-19 VACCINE 16 boxes of Sodium IN Chloride injections for Pfizer COVID vaccine.	In accordance with CPA 6003118 pricing 		","Open","J & B MEDICAL SUPPLY COMPANY INC","WIXOM","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053094.pdf"
"3053085","115.12","work order #73239 to construct a CABINET for CM MCCALISTER, JR. office by D","Closed for Receiving","DETROIT WAYNE JOINT BLDG AUTHORITY","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053085.pdf"
"3053083","1383","payment per invoice 6702","Closed","TAMACO GRAPHICS","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053083.pdf"
"3053073","2079.62","PO for Parts for Ferno stretcher repair not covered under warranty - Parts SN# 185015426, Labor for Ferno stretcher repair not covered under warranty, Freight for Ferno stretcher repair not covered under warranty			","Open","FERNO-WASHINGTON, INC","Wilmington","OH","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053073.pdf"
"3053069","530","payment per invoice 0004504 and 0004767","Closed","Grosse Pointe Storage/Security Archives","Detroit","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053069.pdf"
"3053078","431527.75","PO for the purchase of 50 APX NEXT Portable Radios and Accessories as well as access to the Command Central Aware Software Solution. Per MiDeal190000001544. ","Open","MOTOROLA SOLUTIONS INC","SCHAUMBURG","IL","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053078.pdf"
"3053070","1999","payment per quote 947934","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053070.pdf"
"3053059","898.24","PO for payment of City of Detroit General Services Department Detroit Animal Control 5700 Russell St. Detroit MI 48211 Item #802870 - Impromptu Table Base 60""W and 72"" W Tops Black. See attached","Closed","STAPLES CONTRACT & COMMERCIAL LLC","Chicago","IL","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053059.pdf"
"3053058","399.05","PO for payment of FY-22 Quote #QU46927-Mini Halloween Coloring Book Item#NL137 Farwell Recreation Center, 2711 E. Outer Drive, Detroit MI 48234 Attn: Dameita Barney","Closed","S & S WORLDWIDE INC","Colchester","CT","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053058.pdf"
"3053060","365","PO for payment of FY22-Vehicle Stickers for cars parked illegal on City Parks Quote #947836","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053060.pdf"
"3053065","74.7","payment per quote A3200","Closed","ACCUFORM PRINTING & GRAPHICS INC","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053065.pdf"
"3053062","1425","payment per invoice t-6700","Closed","TAMACO GRAPHICS","DETROIT","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053062.pdf"
"3053063","748","payment per invoice DCO9294","Closed","BDM TRANSPORT LLC","Detroit","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053063.pdf"
"3053080","1933.2","FY-22 REFERENCE #22-2047 MH1006-2 Fusion DG","Open","VESCO OIL CORP","SOUTHFIELD","MI","21/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053080.pdf"
"3053031","1879.5","PO for payment of ADMIN: BARBARA ROETHLER: Marketing items for outreach events. See attached","Open","4IMPRINT","Chicago","IL","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053031.pdf"
"3053036","1987.5","Grant Funded: Purchase gift cards as a participant incentive on the Merck for Mothers grant.","Closed","METABANK","Sioux Falls","SD","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053036.pdf"
"6003539","19924315","DWSD Only - DWS-920 for Inspection, Rehabilitation, and Replacement of Sewers throughout the City of Detroit (as needed) -  Contract 6003539 ","Open","INLAND WATERS POLLUTION CONTROL INC",,,"20/10/2021 00:00:00","19/10/2024 00:00:00","https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/6003/Agreement_6003539.pdf"
"3053028","908","To cover plumbing services for DDOT.","Open","MOORE BROTHERS PLUMBING & HEATING","DETROIT","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053028.pdf"
"3053042","990","19786 - BATTERY, AUTOMOTIVE: 6 VOLT, GROUP GC2, SS TOP POST; 390 RC/25 AMPS, 110 RC/75 AMPS, 186 20AH; QUICK RELEASE CAP; SEE CLARIFICATION NOTES","Closed","START ALL ENTERPRISES INC","Southfield","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053042.pdf"
"3053040","22705","MIOSHA-Approved Asbestos Training for Demolition Department Staff - Admin, Environmental, Staff			","Open","ENVIRONMENTAL TESTING & CONSULTING INC","ROMULUS","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053040.pdf"
"3053043","10612.1644","FY22 DDOT Req: Lyden Oil Co. - This request is to replace finally closed PO 3039607 against BPA 6002177. Original PO was closed due to new accounting string appropriations beginning in FY22 CC APPROVAL 6/25/2019 ","Open","Lyden Oil Company","Walbridge","Ohio","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053043.pdf"
"3053050","24500","Emergency Residential Demolition, 14100 Linnhurst (22RJ181694)","Open","Inner City Contracting, LLC","Detroit","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053050.pdf"
"3053035","1300","Furnish Calibration Services per Quote S-QUO4846","Open","INSTROTEK INC","RALEIGH","NC","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053035.pdf"
"3053049","25700","Emergency Residential Demolition, 19911 Forrer (22RJ181726)","Open","BLUE STAR INC","WARREN","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053049.pdf"
"3053039","82629","Emergency Residential Demolition, 4721 23rd St. _4675 31st St._4681 31st St._ 2825 Williams, (22RJ181738) ","Open","HOMRICH","CARLETON","MI","20/10/2021 00:00:00",,"https://detroitmi.gov/sites/detroitmi.localhost/files/contracts/3053/PO_3053039.pdf"
