"record_id","issued_date","expire_date","days_til_expiration","address","address_id","parcel_id","geom"
"PMB2015-01038","1/7/2019","28/1/2023","131","18505 ANNCHESTER","103791","22091974.","0101000020E610000064BF9F5B15CF54C0C61F51C18A364540"
"PMB2018-04436","1/5/2019","28/1/2023","131","15825 FIELDING","110760","22103069.","0101000020E61000002191C7858ECF54C07A81415F04344540"
"PMB2012-05369","21/5/2019","28/1/2023","131","14536 CHATHAM","134963","22116883.","0101000020E61000006E506E68CDD054C0E87C0B9B62324540"
"PMB2018-05357","19/10/2020","29/1/2023","132","4128 BUCKINGHAM","255625","21069661.","0101000020E6100000F96716A021BC54C02B1244768B324540"
"PMB2004-20718","29/1/2019","29/1/2023","132","11030 MCKINNEY","314028","21068130.","0101000020E6100000A007DC0C3BBC54C0DC751A1329364540"
"PMB2018-01244","4/9/2019","29/1/2023","132","12803 APPLETON","112974","22121557.","0101000020E610000005C56A886ED154C0E415D1C1C8304540"
"PMB2018-03065","19/10/2019","29/1/2023","132","15771 EVERGREEN","118867","22096351.","0101000020E610000008DD8EDA3ACF54C065F81BCCEF334540"
"PMB2018-00884","29/1/2019","29/1/2023","132","10743 WORDEN","314027","21068387.","0101000020E6100000B6B95C5830BC54C033A9270F28364540"
"PMB2004-01565","1/5/2019","29/1/2023","132","13941 GRANDVILLE","148009","22088787.","0101000020E610000074BAC4DACACE54C0A81D55318C314540"
"PMB2019-03178","24/11/2020","30/1/2023","133","4815 trumbull","46283","08005854.","0101000020E6100000BA1BF5F006C554C0F08D2FC8F42C4540"
"PMB2004-07161","24/11/2020","30/1/2023","133","5040 COMMONWEALTH","46657","08006049.","0101000020E6100000AB101FDF1EC554C08AE4447C1D2D4540"
"PMB2004-04934","30/1/2019","30/1/2023","133","1730 E EIGHT MILE","276766","09008239-45","0101000020E61000003B06B97485C554C01D2DFC3D2D394540"
"PMB2019-03173","24/11/2020","30/1/2023","133","5053 COMMONWEALTH","46486","08006202-3","0101000020E6100000AAB832FD28C554C09C7CC1771B2D4540"
"PMB2019-00699","21/3/2019","30/1/2023","133","1565 Cherboneau #52","249306","07001960.052","0101000020E6100000741B494C22C254C0D2614DC2C22B4540"
"PMB2006-07017","24/11/2020","30/1/2023","133","4800 COMMONWEALTH","46171","08006035.","0101000020E6100000D0780B2810C554C04B04DB82E82C4540"
"PMB2005-10451","29/4/2019","30/1/2023","133","4595 GUILFORD","321676","21075804.","0101000020E6100000CD61D54941BB54C0FB90F22AD3334540"
"PMB2004-23941","30/1/2019","30/1/2023","133","6046 LARKINS","173328","18011463.","0101000020E61000001D84825FDBC854C067672C6DC92B4540"
"PMB2019-00698","21/3/2019","30/1/2023","133","1565 Cherboneau #62","249311","CONDO BUILDING","0101000020E6100000CB475A8520C254C00C4205B9C22B4540"
"PMB2019-00696","21/3/2019","30/1/2023","133","1585 Orleans #72","247975","CONDO BUILDING","0101000020E61000004AA51B4B22C254C06A7F7B3ECC2B4540"
"PMB2018-03595","17/4/2019","30/1/2023","133","15848 OAKFIELD","347593","22069191.","0101000020E6100000A155FABEB5CD54C03A79DE4722344540"
"PMB2018-07228","21/3/2019","30/1/2023","133","1585 Orleans #65","247968","07001960.065","0101000020E61000004AA51B4B22C254C06A7F7B3ECC2B4540"
"PMB2004-07354","6/4/2021","31/1/2023","134","15434 MANSFIELD","145507","22057248.","0101000020E61000008332CE681FCD54C07A485379AD334540"
"PMB2005-17827","4/6/2020","31/1/2023","134","13203 COYLE","136164","22045594.","0101000020E610000078D02B8D68CC54C054EF44F726314540"
"PMB2004-07601","28/5/2021","31/1/2023","134","15444 MURRAY HILL","139297","22059981.","0101000020E6100000C828E6A242CD54C03E8C0558B1334540"
"PMB2005-17820","23/1/2020","31/1/2023","134","15867 RUTHERFORD","145241","22056452.","0101000020E61000008A7FCEFF18CD54C0239DB21633344540"
"PMB2018-05086","31/1/2019","31/1/2023","134","18441 ASHTON","117780","22075464-5","0101000020E61000002C9881F91DCE54C07BE31E3977364540"
"PMB2004-07356","22/9/2020","31/1/2023","134","20021 SOUTHFIELD","101252","22073905-6","0101000020E610000069F102F117CE54C002935C7A3C384540"
"PMB2004-24534","1/10/2020","31/1/2023","134","20096 WINTHROP","69180","22052078.","0101000020E6100000752D176DE4CC54C003479BA66D384540"
"PMB2005-17815","7/4/2021","31/1/2023","134","15893 ROBSON","141207","22044177.","0101000020E61000003792E4245DCC54C0D0D9BAB949344540"
"PMB2004-06835","8/4/2021","31/1/2023","134","16559 STRATHMOOR","139753","22038290.","0101000020E6100000165CF0B810CC54C063F7D32ECA344540"
"PMB2018-01980","15/1/2020","31/1/2023","134","9341 AGNES","333257","19006644-50","0101000020E6100000DDF315D30CBF54C0DE025845322E4540"
"PMB2004-10976","22/4/2021","31/1/2023","134","847 BLAINE","542073","04002171.","0101000020E6100000BB9B9DA088C554C0DD6D31833C304540"
"PMB2004-07595","7/10/2020","31/1/2023","134","17550 GILCHRIST","82842","22065456.","0101000020E6100000AD14E6BF90CD54C00AEC977DCA354540"
"PMB2005-17892","7/2/2020","31/1/2023","134","18701 MANSFIELD","64760","22057578.","0101000020E6100000D80047DB36CD54C0C123F188CD364540"
"PMB2005-13638","6/4/2021","31/1/2023","134","16505 CHALFONTE","137429","22010520.","0101000020E6100000077F8EEA65CD54C0CAB30D9515334540"
"PMB2018-02051","31/1/2020","31/1/2023","134","9341 AGNES","333257","19006644-50","0101000020E6100000DDF315D30CBF54C0DE025845322E4540"
"PMB2015-00053","31/1/2020","31/1/2023","134","2538 MICHIGAN","239168","10000268.","0101000020E61000001BE49F5430C554C03FC38A0B712A4540"
"PMB2004-27889","31/1/2019","31/1/2023","134","11603 LAING","295879","21058084.","0101000020E61000008A7537064DBD54C03D7E620EF2354540"
"PMB2019-00248","16/12/2019","1/2/2023","135","15328 KENTFIELD","128414","22100184.","0101000020E6100000491DBC4161CF54C00D2E1BEF5E334540"
"PMB2005-17132","1/2/2019","1/2/2023","135","4861 ANDERDON","305924","21047367.","0101000020E61000006D915ECE24BE54C0F0FD70D8EF314540"
"PMB2018-04968","20/6/2019","1/2/2023","135","5975 MARSEILLES","308787","21077689.","0101000020E61000002E14EBB84CBB54C0334BEA1056354540"
"PMB2019-00089","22/7/2019","1/2/2023","135","12627 HAZELTON","111588","22120248.","0101000020E610000083BA430F1FD154C0BC65E2BB90304540"
"PMB2008-03304","10/7/2019","1/2/2023","135","15867 DACOSTA","130636","22115816.","0101000020E61000009CBFC0D9B4D054C00B69B01C0E344540"
"PMB2018-02714","1/5/2019","2/2/2023","136","15324 FIELDING","126844","22102571.","0101000020E6100000F7702C0483CF54C02743E4155A334540"
"PMB2005-00545","19/8/2019","2/2/2023","136","9655 AMERICAN","208453","16024306.","0101000020E6100000DECDF97344C954C0ABBEA9C5302F4540"
"PMB2004-10315","4/2/2020","4/2/2023","138","4673 CHRYSLER SER. DR. #25","264530","03003240-50","0101000020E61000005DFFA4457AC354C0497C3F4EE42D4540"
"PMB2019-00469","19/6/2019","4/2/2023","138","12160 W OUTER DRIVE","135624","22125918.","0101000020E6100000B761805370D054C0AE8AF14CD2314540"
"PMB2004-10304","4/2/2020","4/2/2023","138","4623 CHRYSLER SER. DR. #22","264230","03003240-50","0101000020E61000003DB77A0068C354C08F2D77C6C62D4540"
"PMB2018-01800","2/7/2019","4/2/2023","138","22415 S KANE","135802","22009873.058","0101000020E61000005D24EA6CC0D054C0657AFC3FC2314540"
"PMB2004-10303","4/2/2020","4/2/2023","138","4661 CHRYSLER SER. DR. #24","264486","03003240-50","0101000020E61000006DA7CF8873C354C018FA6D60E32D4540"
"PMB2018-00306","26/4/2019","4/2/2023","138","9616 E OUTER DRIVE","251765","21080982.","0101000020E6100000B4D8DBB4FDBD54C06A7D282E0F354540"
"PMB2003-04459","19/11/2019","4/2/2023","138","19435 WESTBROOK","98393","22110000.","0101000020E61000003A8AF17A2BD054C02FD766D87A374540"
"PMB2018-06362","8/7/2019","4/2/2023","138","12832 BRAMELL","113046","22117581.008","0101000020E61000005201AAB3DED054C009D59E0ED0304540"
"PMB2004-24435","3/2/2020","4/2/2023","138","4647 CHRYSLER","543054","03003240-50","0101000020E610000071761CD177C354C0F739D478CE2D4540"
"PMB2004-10660","4/2/2020","4/2/2023","138","4651 CHRYSLER #14","264924","03003240-50","0101000020E610000071761CD177C354C0F739D478CE2D4540"
"PMB2018-06359","26/11/2019","4/2/2023","138","12906 DALE","113710","22122138.","0101000020E610000023503D3F8FD154C0BD37F3D2F5304540"
"PMB2004-24434","4/2/2020","4/2/2023","138","4607 CHRYSLER DR. #21","264127","03003240-50","0101000020E61000009A9222BE6DC354C03E9A7B4DBF2D4540"
"PMB2018-04367","16/5/2019","4/2/2023","138","15461 VAUGHAN","128535","22098281.","0101000020E61000003EDF2EE449CF54C0B2491494A1334540"
"PMB2017-03179","20/5/2019","4/2/2023","138","18625 WARWICK","100925","22086248.","0101000020E61000006362EFCBB6CE54C08FA5AC87AD364540"
"PMB2004-10313","4/2/2020","4/2/2023","138","4660 ST. ANTOINE #19","264201","03003240-50","0101000020E61000007056914688C354C0A3AA6536C72D4540"
"PMB2019-00529","4/2/2019","4/2/2023","138","6016 PENROD","155443","22077426.001","0101000020E610000022716B1603CE54C035DE1ACE982A4540"
"PMB2018-02610","14/2/2019","4/2/2023","138","16130 PARKSIDE","28974","12011416.","0101000020E610000062A2E84962C854C0BA8DDBCA8F344540"
"PMB2004-24436","3/2/2020","4/2/2023","138","4655 CHRYSLER #11","544717","03003240-50","0101000020E6100000D35C56E071C354C063A1ECACD92D4540"
"PMB2019-01580","10/6/2019","4/2/2023","138","12160 OUTER DR","135624","22125918.","0101000020E6100000B761805370D054C0AE8AF14CD2314540"
"PMB2005-03814","25/10/2019","5/2/2023","139","8563 MANOR","195627","18018467-8","0101000020E61000007B21A096ACCA54C011DB598FC32D4540"
"PMB2005-16326","5/2/2019","5/2/2023","139","19401 MOROSS","305310","21079280-2","0101000020E6100000235F9C2E5EBC54C02DE45DA429374540"
"PMB2007-05141","24/7/2019","5/2/2023","139","12636 GRAYFIELD","111599","22120256.","0101000020E6100000B5D606EB29D154C06236C66A93304540"
"PMB2018-00354","26/7/2019","5/2/2023","139","16614 MARLOWE","139705","22040838.","0101000020E61000009CD25EA92DCC54C01770824DDF344540"
"PMB2005-12389","10/4/2019","5/2/2023","139","9531 SUSSEX","202417","22046996.","0101000020E6100000B19AD01C6FCC54C02F0F7E33D82E4540"
"PMB2004-21903","5/2/2019","5/2/2023","139","18820 MOROSS","304253","21079452.","0101000020E61000000E86CBAFC7BC54C03AFB5C3364374540"
"PMB2018-03137","1/7/2019","6/2/2023","140","14101 BURT RD","138334","22108050-1","0101000020E6100000F9D6DBAFCECF54C08DD29281BD314540"
"PMB2008-06780","27/6/2019","6/2/2023","140","17200 ROSEMONT","100659","22076558-73","0101000020E6100000D8A62B8822CE54C0D473B5805F354540"
"PMB2004-28364","20/8/2019","6/2/2023","140","8030 AGNES","222745","17009177.002L","0101000020E61000003F7D703DCABF54C0BC2DE209722D4540"
"PMB2012-05416","8/5/2019","6/2/2023","140","13591 GREENVIEW","115369","22080479.","0101000020E6100000507392FC52CE54C0CE35BD3A5A314540"
"PMB2018-06506","6/2/2019","6/2/2023","140","15731 MINOCK","121031","22091211.004L","0101000020E610000014778934FDCE54C0795F720ED2334540"
"PMB2004-00011","3/9/2019","6/2/2023","140","15835 KENTUCKY","89992","16036998.","0101000020E610000075E7CCDE2ECA54C0900DE7B947344540"
"PMB2018-00856","25/6/2019","7/2/2023","141","12834 BEAVERLAND","113067","22118280.005","0101000020E6100000BB6AC955EFD054C0E3DA3360D2304540"
"PMB2017-03173","24/9/2019","7/2/2023","141","17527 AVON","118543","22081768.","0101000020E61000008C683DB27ACE54C07ECD316BB5354540"
"PMB2018-06254","22/4/2019","7/2/2023","141","4852 WAYBURN","313184","21063440.","0101000020E61000001F2D7328FABC54C054F7180DD2324540"
"PMB2005-07821","1/7/2019","7/2/2023","141","3444 DEVONSHIRE","314648","21070346.","0101000020E610000051C85844CFBB54C0CD14F8CD08324540"
"PMB2004-30639","25/9/2019","7/2/2023","141","4180 82 BURNS","5938","17006242.","0101000020E61000001ECC1D382CC054C053D97E30C42F4540"
"PMB2011-02985","31/5/2019","8/2/2023","142","18426 EDINBOROUGH","115790","22090973.","0101000020E610000074F63C95FACE54C0CCA00CFA67364540"
"PMB2015-00863","22/5/2019","8/2/2023","142","16576 BURT RD","119155","22107734.","0101000020E61000007073342AD3CF54C064B6C8F78F344540"
"PMB2019-00143","11/7/2019","8/2/2023","142","11717 OUTER DRIVE","147000","22124816.","0101000020E61000004282D94365D054C016A88FC396324540"
"PMB2010-00328","2/7/2019","8/2/2023","142","11110 WHITEHILL","301873","21058147.","0101000020E6100000783112A34ABD54C086849D7B83354540"
"PMB2004-15395","31/1/2020","8/2/2023","142","20011 HANNA","282865","09020403.","0101000020E6100000079FC370C6C554C09C73AA5E83384540"
"PMB2006-03876","2/7/2019","8/2/2023","142","4607 MARSEILLES","323284","21077753.","0101000020E6100000A84D716AE3BA54C0D11F09381A344540"
"PMB2019-00460","8/10/2020","11/2/2023","145","6717 EVERGREEN","157304","22097178-9","0101000020E61000008892C58612CF54C0A0CE83A77E2B4540"
"PMB2010-00624","20/5/2019","11/2/2023","145","12706 GRAYFIELD","112849","22120265.","0101000020E610000071DD509C2AD154C068DF7FE7B3304540"
"PMB2016-02764","20/6/2019","11/2/2023","145","18218 ARCHDALE","80277","22071379.005L","0101000020E61000008598D318DDCD54C0A36E9E052A364540"
"PMB2012-04344","11/2/2019","11/2/2023","145","14920 PIEDMONT","125394","22087215.","0101000020E61000007E581340B3CE54C0623D646CE6324540"
"PMB2018-06091","29/5/2019","11/2/2023","145","9524 HEYDEN","174065","22098957.004","0101000020E6100000DC1520D03FCF54C0EAE8A1F7BB2E4540"
"PMB2017-04913","29/7/2019","12/2/2023","146","11661 LAKEPOINTE","311204","21064911.","0101000020E6100000749EBE20A3BC54C0340DD5C68D364540"
"PMB2007-06697","11/7/2019","12/2/2023","146","17200 ASHTON","100680","22075154-6","0101000020E6100000AAE6BC530FCE54C0C347553660354540"
"PMB2005-07139","12/2/2019","12/2/2023","146","5540 KENSINGTON","324186","21072832.","0101000020E6100000822B08A9FFBB54C0EC625E2F3D344540"
"PMB2019-01805","28/6/2019","12/2/2023","146","13578 Faust","115363","22078635.","0101000020E6100000E8C6F4FD34CE54C05E8F01F056314540"
"PMB2018-03321","30/4/2019","12/2/2023","146","10865 E OUTER DRIVE","321050","21080581.","0101000020E61000006E64C50E4FBD54C05C96507485334540"
"PMB2018-00332","4/5/2020","12/2/2023","146","10930 ROXBURY","317882","21058839.","0101000020E610000018B36EF5D9BC54C001FD75A3A1354540"
"PMB2020-02166","24/11/2020","12/2/2023","146","10865 E. OUTER DR","321050","21080581.","0101000020E61000006E64C50E4FBD54C05C96507485334540"
"PMB2018-06088","6/6/2019","12/2/2023","146","9981 STOUT","180613","22101999.007","0101000020E61000004BCA954B5ECF54C0745CE65C222F4540"
"PMB2018-03735","17/5/2019","12/2/2023","146","4181 BEDFORD","313057","21071010.","0101000020E610000015AEA01002BC54C0DC90A083BE324540"
"PMB2018-06891","9/12/2019","13/2/2023","147","3571 LAKEPOINTE","313908","21065242-3","0101000020E61000003CEAEB8180BC54C01F0301B8C1314540"
"PMB2017-02666","13/2/2019","13/2/2023","147","19437 CONLEY","291809","13016720.","0101000020E610000027A1FB1C67C354C0B22F41DE0B384540"
"PMB2018-05089","23/10/2019","13/2/2023","147","3822 W EUCLID","82198","14002875.","0101000020E610000071ECBB2E68C754C0FB253768812E4540"
"PMB2007-03672","13/2/2019","13/2/2023","147","3273 75 FULLERTON","31275","12004006.","0101000020E6100000421C491E0AC854C00C23A99863314540"
"PMB2018-02829","14/2/2019","14/2/2023","148","6020 GREENVIEW","155441","22079501.","0101000020E61000005DD003CD2ACE54C02BF61682992A4540"
"PMB2019-00448","25/7/2019","14/2/2023","148","15371 oakfield","146312","22069753.","0101000020E6100000420E503EBCCD54C0DD029B128C334540"
"PMB2018-03237","30/4/2019","14/2/2023","148","5500 MARSEILLES","303974","21077590.","0101000020E6100000CE53719C17BB54C0B6FD98E5D5344540"
"PMB2019-01223","1/5/2019","14/2/2023","148","17703 WOODBINE","109016","22122963.","0101000020E61000001EB18C96DDD154C0B7F37698DE354540"
"PMB2016-03192","27/6/2019","14/2/2023","148","12680 W OUTER DRIVE","114506","22125956.","0101000020E6100000C430419880D054C0598C207722314540"
"PMB2017-04915","27/10/2020","14/2/2023","148","11645 NOTTINGHAM","311895","21066678.007","0101000020E6100000E0B7C1A34DBC54C0468FCCC1BA364540"
"PMB2004-02972","14/2/2019","14/2/2023","148","6831 EVERGREEN","159530","22097151-2","0101000020E61000006A7B299513CF54C0ADC4BEB0B02B4540"
"PMB2013-01627","27/9/2019","14/2/2023","148","8531 NORTHLAWN","194454","18014815.","0101000020E61000008994BE49BDC954C06E9801AFB72D4540"
"PMB2018-06330","14/2/2019","14/2/2023","148","11357 CHATHAM","182833","22117280.","0101000020E61000001CE0DFEECAD054C051107F825D2F4540"
"PMB2018-00231","14/2/2019","14/2/2023","148","10360 W OUTER DRIVE","115610","22125711.","0101000020E6100000ACA5CE740CCF54C0A22F4501FE324540"
"PMB2006-03871","15/2/2019","15/2/2023","149","16511 WINTHROP","144517","22052284.","0101000020E61000007D60016DDACC54C02C54ADFE92344540"
"PMB2017-04938","4/5/2020","15/2/2023","149","10974 HAVERHILL","302708","21070137.","0101000020E61000001B0A26E3B0BD54C01ECED7F156354540"
"PMB2004-12953","31/5/2019","15/2/2023","149","13526 NORTHLAWN","183010","16031668.","0101000020E6100000217856F5C4C954C0564B55777F314540"
"PMB2018-02401","15/2/2019","15/2/2023","149","11168 ROXBURY","317860","21058862.","0101000020E6100000A76AA3FDBDBC54C0369A3FF0EA354540"
"PMB2003-05071","30/5/2019","15/2/2023","149","18405 KELLY RD","82803","21057306.","0101000020E6100000DF29FC333FBD54C0ECDA055A0A374540"
"PMB2006-07902","15/2/2019","15/2/2023","149","18210 ST MARYS","62051","22058704.002","0101000020E610000059386CBD3DCD54C0AE5853B42E364540"
"PMB2007-03519","3/5/2019","15/2/2023","149","5282 GRAYTON","324208","21073999.","0101000020E610000021E991B8BFBB54C02CC3B04E3E344540"
"PMB2013-00112","15/2/2019","15/2/2023","149","233 NEWPORT","336966","21054362.","0101000020E6100000A655262B22BC54C027B242F4242E4540"
"PMB2019-02393","20/8/2019","15/2/2023","149","12090 STOUT","177290","22101074.","0101000020E6100000DC768F3F59CF54C014FD29F40B304540"
"PMB2007-04644","9/8/2019","15/2/2023","149","13241 LITTLEFIELD","178787","22027388.","0101000020E6100000610D50A43ACB54C090937DDD52314540"
"PMB2019-00796","13/8/2019","15/2/2023","149","15 KIRBY UNIT 714","266107","01004235.297","0101000020E61000008C4D65F63BC454C0838AC6AB242E4540"
"PMB2010-02649","20/8/2019","15/2/2023","149","12033 STOUT","174422","22101978.","0101000020E6100000D1B7CC8961CF54C08C0B8CA2F22F4540"
"PMB2019-00507","5/3/2020","16/2/2023","150","7717 GREENVIEW","168189","22080664.","0101000020E61000007910BF5C3CCE54C09E0BD827A12C4540"
"PMB2007-02053","28/5/2021","17/2/2023","151","116 E ARIZONA","158845","01004537.","0101000020E610000028BFA8FA5EC654C0CCF1BC39AB354540"
"PMB2018-05168","23/4/2019","18/2/2023","152","18720 FAUST","100896","22078796.","0101000020E61000009FD1E24B53CE54C005A113AEDA364540"
"PMB2019-00551","10/5/2019","18/2/2023","152","19351 RYAN","286178","13020888.","0101000020E61000003868EB4E11C454C03AC2302DE0374540"
"PMB2016-02136","10/7/2019","18/2/2023","152","14610 GRANDVILLE","125967","22088376.","0101000020E61000001B359CCBC5CE54C084766C6696324540"
"PMB2018-03147","12/4/2019","18/2/2023","152","22440 BARBARA","133048","22009873.019","0101000020E61000007D0A2E97C7D054C0DC682C1D99314540"
"PMB2005-14482","13/2/2019","18/2/2023","152","11800 MORANG","309437","21076546-8","0101000020E6100000B0545100CCBC54C0346F25DF94364540"
"PMB2019-00291","24/5/2019","18/2/2023","152","9766 W OUTER DRIVE","121110","22125673.004","0101000020E6100000781E9690ECCE54C054DA107FCB334540"
"PMB2018-05148","1/5/2019","18/2/2023","152","19405 PATTON","102564","22104287-8","0101000020E61000002C272CF2B6CF54C08F493F0D72374540"
"PMB2016-02660","16/7/2019","18/2/2023","152","20060 KENTFIELD","102043","22100440.019","0101000020E61000001ED3DBF086CF54C0C79E09C43B384540"
"PMB2018-04215","17/11/2020","18/2/2023","152","15119 GRAYFIELD","138397","22120515.","0101000020E6100000D0B595B820D154C0C7AE819B0B334540"
"PMB2017-04355","23/1/2020","18/2/2023","152","15405 HEYDEN","128451","22099687.","0101000020E610000071D916175ACF54C053559ADB87334540"
"PMB2004-25931","3/5/2019","18/2/2023","152","5116 BEDFORD","322658","21070811.","0101000020E610000047D5B9A744BC54C013DC0CAFAA334540"
"PMB2018-06576","17/6/2019","19/2/2023","153","15429 EVERGREEN","118916","22096382.","0101000020E61000005BCEC27338CF54C006FB5AEB93334540"
"PMB2004-11516","19/2/2019","19/2/2023","153","16200 FULLERTON","134405","22006706-18","0101000020E6100000A488444A25CD54C016E4ACE0A7304540"
"PMB2018-06273","29/7/2019","19/2/2023","153","12494 RIAD","309029","21057630.","0101000020E6100000CB3834740DBD54C01E57A6F6F5364540"
"PMB2007-04946","12/4/2019","20/2/2023","154","19669 RIVERVIEW","116422","22121923.034","0101000020E6100000F84772AFA6D154C08D46087696374540"
"PMB2018-05934","13/2/2020","20/2/2023","154","20001 SALEM","107131","22124409.002L","0101000020E61000003A0DB30D58D254C0FB07D72F0C384540"
"PMB2020-02384","18/11/2020","20/2/2023","154","3413 GILBERT","158599","18010368-9","0101000020E61000003F7CF13194C754C00AB4384EB1294540"
"PMB2005-11080","19/6/2019","20/2/2023","154","3874 CADIEUX","315193","21074929.005L","0101000020E6100000186015F124BB54C0F4763257EF324540"
"PMB2007-04947","18/4/2019","20/2/2023","154","19658 RIVERVIEW","116452","22121923.020","0101000020E6100000F3D545F89DD154C00169136792374540"
"PMB2018-04332","20/2/2019","20/2/2023","154","14805 PATTON","146883","22104568.","0101000020E610000090123B049ACF54C0D3D634C3A9324540"
"PMB2006-00917","19/6/2019","20/2/2023","154","4122 CADIEUX","316671","21074940-2","0101000020E6100000B2C4661B36BB54C0712198B424334540"
"PMB2005-11083","19/6/2019","20/2/2023","154","4400 CADIEUX","321095","21074968.","0101000020E6100000E343440D53BB54C0C1E9FD3F7B334540"
"PMB2005-11041","19/6/2019","20/2/2023","154","4530 CADIEUX","321566","21074979.","0101000020E610000077C7FB465DBB54C093D900E09A334540"
"PMB2003-04935","24/9/2020","21/2/2023","155","22320 SEVEN MILE","107862","22016820.","0101000020E61000004F322F18C8D054C015A5DE1CF7364540"
"PMB2005-05675","21/2/2019","21/2/2023","155","4811 EASTLAWN","307073","21053210.","0101000020E61000005BE3816089BD54C0B104C21247324540"
"PMB2018-00041","5/8/2019","21/2/2023","155","13551 METTETAL","136638","22060601.","0101000020E6100000BF7832173CCD54C05EF495AA55314540"
"PMB2004-06818","2/8/2019","22/2/2023","156","12928 SOUTHFIELD","148154","22073181-2","0101000020E61000002EE2291DE2CD54C035FE194E24314540"
"PMB2018-02323","22/2/2019","22/2/2023","156","6015 HEREFORD","308088","21077193.","0101000020E61000000CBC3D9077BB54C05B9E7B8149354540"
"PMB2018-03229","22/2/2019","22/2/2023","156","3619 HAVERHILL","319179","21070329.","0101000020E61000006D25E8B7F5BB54C0F433900623324540"
"PMB2005-12178","10/5/2019","22/2/2023","156","15169 PLAINVIEW","119524","22094458.","0101000020E6100000BEB3E83723CF54C0DC1E26E043334540"
"PMB2004-07787","2/8/2019","22/2/2023","156","12934 SOUTHFIELD","147276","22073183-4","0101000020E6100000B15CD632E2CD54C0F0EA968227314540"
"PMB2019-00378","16/5/2019","23/2/2023","157","15351 VAUGHAN","128550","22098294.","0101000020E6100000B791247548CF54C07037CF2B6E334540"
"PMB2019-00021","10/6/2019","23/2/2023","157","22422 BARBARA","133050","22009873.021","0101000020E61000003330F606C2D054C0BD63A55B99314540"
"PMB2010-00103","24/2/2020","24/2/2023","158","6200 SECOND","335832","02002438.","0101000020E610000047B82FE0C2C454C0789444F7DA2E4540"
"PMB2017-03826","25/2/2020","25/2/2023","159","3550 CASS","228057","02002078-80","0101000020E610000051185130DFC354C00A662253482C4540"
"PMB2018-07471","22/5/2019","25/2/2023","159","13934 MONTROSE","151152","22053055.","0101000020E6100000A0C4AC48CCCC54C0A054036F9C314540"
"PMB2018-04415","16/5/2019","25/2/2023","159","15108 EVERGREEN","119516","22095623.","0101000020E61000002F7DF8592CCF54C0268B0CA52A334540"
"PMB2018-07043","12/8/2019","25/2/2023","159","19783 SUSSEX","61386","22046523.","0101000020E610000025063C8696CC54C002B982F7F2374540"
"PMB2019-00302","19/5/2019","25/2/2023","159","15750 KENTFIELD","128376","22100218.","0101000020E6100000818E6DF364CF54C0AD527B24E3334540"
"PMB2019-00565","4/6/2019","25/2/2023","159","15451 GRAYFIELD","131684","22120482.","0101000020E61000008E5916093ED154C0F694309C8D334540"
"PMB2019-00261","14/10/2019","25/2/2023","159","22530 LYNDON","134979","22010150.","0101000020E61000000F8492D0DCD054C034C5C79054324540"
"PMB2004-03492","25/2/2019","25/2/2023","159","16920 TELEGRAPH","130922","22122526-9","0101000020E6100000F0D2955EADD154C051E7A986F8344540"
"PMB2015-01015","18/7/2019","25/2/2023","159","18416 CURTIS","118220","22015173-4","0101000020E6100000769EF27D48CE54C0D26B148B22364540"
"PMB2004-20341","7/6/2019","25/2/2023","159","18734 MCCORMICK","304307","21080073.","0101000020E6100000CD18A4EEC9BC54C05CE1276C8F374540"
"PMB2013-00831","25/6/2019","26/2/2023","160","15550 AUBURN","126458","22092553.","0101000020E6100000185D8F0307CF54C0075DAA71BD334540"
"PMB2003-01835","26/5/2021","26/2/2023","160","2700 MACOMB","249983","11000226-311","0101000020E61000001A08248888C154C08F299543F92B4540"
"PMB2011-01652","10/7/2019","26/2/2023","160","6102 YORKSHIRE","306639","21073244.","0101000020E6100000C33008931DBC54C0890FDB7DDA344540"
"PMB2003-01839","26/5/2021","26/2/2023","160","1062 CHENE","249513","11000226-311","0101000020E6100000E6864EE594C154C078E3B871D12B4540"
"PMB2020-00917","26/2/2020","26/2/2023","160","2974 Deacon","489","20012399.","0101000020E61000009BFD33FB02CA54C099E59EB1E1214540"
"PMB2003-01437","26/5/2021","26/2/2023","160","1063 JOSEPH CAMPAU","249849","11000226-311","0101000020E6100000779BED2978C154C053401B34E92B4540"
"PMB2003-01834","26/5/2021","26/2/2023","160","1111 JOSEPH CAMPAU","249969","11000226-311","0101000020E6100000EB7C4E3C7EC154C07E754B71F72B4540"
"PMB2003-01432","26/5/2021","26/2/2023","160","1051 JOSEPH CAMPAU","249835","11000226-311","0101000020E6100000FBF3C6826FC154C0BC884257E82B4540"
"PMB2017-00450","30/7/2019","26/2/2023","160","16729 OAKFIELD","144850","22069689.","0101000020E6100000617422A3BCCD54C0571CBB47D3344540"
"PMB2003-02281","15/11/2021","27/2/2023","161","4836 COURVILLE","319026","21071467.","0101000020E61000000DE3ED4C07BC54C0F2D7790869334540"
"PMB2005-19359","11/4/2019","27/2/2023","161","14130 BRAILE","146579","22105159.","0101000020E61000008A0E660B9FCF54C0D500C6FDCA314540"
"PMB2019-00901","5/6/2019","27/2/2023","161","9616 PIEDMONT","178928","22087075.","0101000020E6100000DBC9BFA09FCE54C0330FD979EB2E4540"
