"record_id","street_num","street_dir","street_name","street_type","description","status","date_status","parcel_id","geom"
"BLD2018-05028","655","W","WILLIS","","655 W. Willis AKA 665 W. Willis","CofO Issued","12/6/2019 00:00:00","04000832-4","0101000020E6100000CCBA512943C454C0BCDF48B6B12C4540"
"BLD2018-05217","16804","W","WARREN","","CHANGE OF OCCUPANCY FROM OFFICE TO RETAIL WITH ACCESSORY REPAIRS IN APPROX. 2000 SQ FT SPACE AS INDICATED ON PLANS.","CofO Issued","18/4/2019 00:00:00","22000809.","0101000020E6100000ABBCB1B367CD54C06E742171FF2B4540"
"BLD2018-05229","20041","W","EIGHT MILE","","CHANGE OF OCCUPANCY FROM MEDICAL OFFICE TO ESTABLISH A MEDICAL MARIHUANA PROVISIONING CENTER FACILITY (MMPCF) IN AN EXISTING 1,782 SQ FT BUILDING PER BSEED #172-16 RECORDED IN W/WCRD ON 12/20/17 & BZA 103-17 RECORDED 7/24/18 & PLANS.,","CofO Issued","13/12/2019 00:00:00","22019005.","0101000020E6100000EE39313565CF54C0CDE42AB0C4384540"
"BLD2018-05314","2820","","JOHN R","","(AKA UNIT 53 JOHN R) ERECT A 10 UNIT, 3 STORY CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS # 16-4509 AND PLANS.","CofO Issued","20/12/2021 00:00:00",,
"BLD2018-05317","2824",,"JOHN R",,"(AKA UNIT 55) ERECT A 1-0 UNIT, 3 STORY CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4506 AND PLANS. SEE BLD2018-05314 FOR DETAILED PLANS","CofO Issued","13/4/2022 00:00:00",,"0101000020E61000006C5A955A57C354C0091289C0132C4540"
"BLD2018-05318","2826","","JOHN R","","(AKA UNIT 56) ERECT A 10 UNIT, 3 STORY CARRIAGE HOUSE PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05314 FOR DETAILED PLANS","CofO Issued","20/12/2021 00:00:00",,"0101000020E61000006C5A955A57C354C0091289C0132C4540"
"BLD2018-05319","2828","","JOHN R","","(AKA UNIT 57) ERECT A 10 UNIT, 3 STORY CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05314 FOR DETAILED PLANS","CofO Issued","20/12/2021 00:00:00",,"0101000020E61000006C5A955A57C354C0091289C0132C4540"
"BLD2018-05350","2844","","JOHN R","","(AKA UNIT 83) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS.","CofO Issued","6/10/2021 00:00:00",,
"BLD2018-05351","2858","","JOHN R","","(AKA UNIT 76) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05350 FOR DETAILED PLANS","CofO Issued","19/10/2021 00:00:00",,
"BLD2018-05352","2856","","JOHN R","","(AKA UNIT 77) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05350 FOR DETAILED PLANS","CofO Issued","24/9/2021 00:00:00",,
"BLD2018-05353","2854","","JOHN R","","(AKA UNIT 78) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS # 16-4509 AND PLANS. SEE BLD2018-05350 FOR DETAILED PLANS","CofO Issued","11/10/2021 00:00:00",,
"BLD2018-05354","2852","","JOHN R","","(AKA UNIT 79) ERECT A  3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05350 FOR DETAILED PLANS.","CofO Issued","7/10/2021 00:00:00",,
"BLD2018-05355","2850","","JOHN R","","(AKA UNIT 80) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS#16-4509 ASN PLANS. SEE BLD2018-05350 FOR DETAILED PLANS.","CofO Issued","24/8/2021 00:00:00",,
"BLD2018-05356","2848",,"JOHN R",,"(AKA UNIT 81) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. SEE BLD2018-05350 FOR DETAILED PLANS.","CofO Issued","11/3/2022 00:00:00",,
"BLD2018-05358","2860","","JOHN R","","(AKA UNIT 75) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS.SEE BLD2018-05350 FOR DETAILED PLANS.","CofO Issued","20/9/2021 00:00:00",,
"BLD2018-05359","2842","","JOHN R","","(AKA UNIT 84) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS.SEE BLD2018-05350 FOR DETAILED PLANS","CofO Issued","6/10/2021 00:00:00",,
"BLD2018-05360","2840",,"JOHN R",,"(AKA UNIT 85) ERECT A 3 STORY, 11 UNIT CARRIAGE HOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS.SEE BLD2018-05350 FOR DETAILED PLANS","CofO Issued","9/2/2022 00:00:00",,
"BLD2018-05454","6529","","WOODWARD","","","CofO Issued","11/6/2019 00:00:00",,"0101000020E610000021F2FA1F62C454C01F5DEBFF5A2F4540"
"BLD2018-05507","1426","","WOODWARD AVE","","PRJDOX BLD-6149
100% TESTING OF FIRE ALARM REQUIRED/60 DAY TCO ISSUED-11-06-2018
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED (03-13-2019)","CofO Issued","13/3/2019 00:00:00","CONDO BUILDING","0101000020E6100000198A56211FC354C063D155C4DA2A4540"
"BLD2018-05528","900","","MERRILL PLAISANCE","","PROJDOX # BLD-6017","CofO Issued","1/6/2019 00:00:00","02002661.","0101000020E610000041EE760347C754C09BA657FB08364540"
"BLD2018-05648","676","","MARTIN LUTHER KING JR BLVD","","","CofO Issued","18/1/2019 00:00:00","04000679-82","0101000020E6100000AA3121A122C454C0D7867CEC212C4540"
"BLD2018-05708","6402","","WOODWARD","","Change legal use from ""retail"" to ""bank"" as per provided documents.","CofO Issued","4/12/2019 00:00:00","01004278-0","0101000020E6100000AB971BE797C454C0B389BC3A312F4540"
"BLD2018-05775","2810","","JOHN R","","","CofO Issued","15/4/2021 00:00:00",,
"BLD2018-05776","2812","","JOHN R","","(AKA UNIT 51) ERECT A 3 UNIT, 4 STORY TOWNHOUSE AS PER CERTIFICATE OF APPROPRIATENESS #16-4509 AND PLANS. FOUNDATION PERMIT UNDER BLD2017-05927. SEE BLD2018-05775 FOR PLANS","CofO Issued","29/10/2021 00:00:00",,
"BLD2018-05777","2814","","JOHN R","","AKA UNIT 50) ERECT A 3 UNIT,  4 STORY  TOWNHOUSE AS PER CERTIFICATE OF APPROPRIATENESS # 16-4509 AND PLANS. FOUNDATION PERMIT UNDER BLD2017-05330. SEE BLD2018-05775 FOR PLANS.","CofO Issued","6/10/2021 00:00:00",,
"BLD2018-05987","1230","","LIBRARY","","PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","22/4/2019 00:00:00",,
"BLD2018-06052","1201","","WOODWARD","","PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","13/3/2019 00:00:00","02001886.","0101000020E61000009DC29EAC16C354C0A9DD1ACB9D2A4540"
"BLD2018-06247","21427","W","GRAND RIVER","","Revision to permit # BLD2018-02051 to reflect the construction and erection of one ATM on traffic island in customer parking lot as per provided documents.","CofO Issued","1/3/2019 00:00:00","22007459-60","0101000020E6100000F173175731D054C06AB13CC909354540"
"BLD2018-06257","14444","W","MCNICHOLS","","Establishment of a Standard Restaurant with Class C Liquor License in an existing commercial building as indicated on plans.","CofO Issued","8/1/2020 00:00:00","22014020.","0101000020E6100000A44FE84A0CCC54C0D849171C58354540"
"BLD2018-06477","901","W","FORT","","(AKA 971 W FORT) PHASE 3 BUILDING CORE AND SHELL, MEP AND LANDSCAPING ASSOCIATED WITH BLD2018-01119 AND BLD2018-01512 AS INDICATED ON E-PLAN SUBMITTAL","CofO Issued","30/6/2020 00:00:00","06000010.","0101000020E6100000601331A87BC354C06EDCEB2DE3294540"
"BLD2018-06759","1000","","MAPLE","","CHANGE OF OCCUPANCY FROM WAREHOUSE TO SMALL WINERY (NO ONSITE CONSUMPTION) IN A 9,000 SQ FT PORTION ONLY AND ALTERATIONS AS PER EPLANS) PROJDOX BLD-6020.","CofO Issued","7/2/2019 00:00:00","05000293-617","0101000020E61000001827985B88C254C02A96081A9B2B4540"
"BLD2018-06795","680","","AMSTERDAM","","CONSTRUCT AND ERECT A 5 STORY ACCESSORY PARKING GARAGE WITH RELATED SITE IMPROVEMENT AS PER PROVIDED DOCUMENTS AND SPECS.","CofO Issued","19/8/2020 00:00:00","04001346.002","0101000020E6100000D0D637C3E2C454C0E783B978C22E4540"
"BLD2018-06829","20450","","GREENFIELD","","(PER BSEED #24-18) ADD USED MOTOR VEHICLE SALES LOT TO EXISTING PAWNSHOP/SECONDHAND JEWELRY STORE IN 1527 SQ FT AREA OF EXISTING 45,249 SQ FT BUILDING AS INDICATD ON PLANS.","CofO Issued","4/2/2019 00:00:00","22050420-33","0101000020E61000001A2B09BAC9CC54C00F441C76C2384540"
"BLD2018-06892","7706","","TIREMAN","","","CofO Issued","12/11/2021 00:00:00","16002032-3","0101000020E6100000B00F349D5CC954C029DCA5AB132D4540"
"BLD2018-06974","160","W","FORT","","PRMT C OF O ISSUED","CofO Issued","6/3/2019 00:00:00","02000188-91","0101000020E61000001DC1ACE51BC354C05D74515B502A4540"
"BLD2018-07209","210","","HENRY","","INTERIOR AND EXTERIOR RENOVATIONS TO EXISTING 2 STORY RETAIL W/ CARRY OUT RESTAURANT AS PER EPLANS.","CofO Issued","2/10/2019 00:00:00","02000571.","0101000020E610000054678530A4C354C04C64F8866F2B4540"
"BLD2018-07441","2030","","SPRINGWELLS","","","CofO Issued","11/6/2019 00:00:00","20005178-9","0101000020E610000070BD534F0DC854C0304B0299AD274540"
"BLD2018-07583","1087","","BEAUFAIT","","(PER BSEED# 182-17) ESTABLISH A MICROBREWERY WITH ON SITE CONSUMPTION IN APPROX. (9295 SQ FT) BUILDING AS INDICATED ON EPLAN SUBMITTAL. CERTIFICATE OF OCCUPANCY PENDING APPLICANT COMPLIANCE WITH BSEED PARKING AGREEMENT.","CofO Issued","18/11/2019 00:00:00","15013390-9","0101000020E61000003A480AABAFC054C0C587659CA92C4540"
"BLD2018-07653","10000","","LINWOOD","","(a.k.a. 2470 Collingwood - local address) Change legal land use of suite 237, floor 2 of Building South (Durfee Innovation Society) from ""neighborhood center, non profit"" to ""retail"" as per provided documents.","CofO Issued","18/7/2019 00:00:00","10007460.","0101000020E610000059FF361819C754C016E33ADAEB304540"
"BLD2018-07690","1","","GRISWOLD","","","CofO Issued","17/4/2019 00:00:00","02002019-26","0101000020E6100000D5461E9CF1C254C0971C6C3D0A2A4540"
"BLD2018-07777","17111","W","MCNICHOLS","","(A.K.A 17107 W. MCNICHOLS - LEGAL ADDRESS) CHANGE LEGAL LAND USE OF SUITE 17111 FROM ""RETAIL STORE"" TO OFFICE, BUSINESS"" AS PER PROVIDED OWNER.","CofO Issued","20/2/2019 00:00:00","22013059.","0101000020E61000006DB1FDBF85CD54C0711EFF3F2D354540"
"BLD2018-07810","26","","PETERBORO","","CHANGE OF OCCUPANCY TO MULTI-FAMILY WITH FIRST FLOOR COMMERCIAL PER PLANS.","CofO Issued","29/7/2021 00:00:00","02000716.","0101000020E6100000D6E4C909AFC354C0B8F58F7E332C4540"
"BLD2018-07871","2902","","HARRISON","","ERECTION OF A 44' L X 20' W X 35' H ONE FAMILY DWELLING W/ ACCESSORY 22' X 22' REAR GARAGE AS PER EPLANS. PROJDOX BLD-6511","CofO Issued","28/8/2019 00:00:00","08006686.","0101000020E61000005AB7C958B4C454C05EC7BFE7262B4540"
"BLD2018-07911","6200","W","WARREN","","PHASE III. INTERIOR BUILD-OUT AND MEP'S TO ESTABLISH A 38, 843 SQ FT RESEARCH AND TESTING LABORATORY BUILDING AS PER EPLANS. PROJDOX BLD-6035","CofO Issued","7/10/2019 00:00:00","16001887.","0101000020E6100000DD0E157B51C854C0D09F636D802C4540"
"BLD2018-07948","1577","","ASH","","CONSTRUCT AND ERECT A TWO-STORY, 21' X 58' X 23' H, SINGLE FAMILY DWELLING AS PER PROVIDED PLANS. MUST CONFORM TO 2015 MICHIGAN RESIDENTIAL CODE.","CofO Issued","29/8/2019 00:00:00","08000809.","0101000020E6100000EDA37E50B1C454C048C3DB39762B4540"
"BLD2018-08115","4240","","CASS","","","CofO Issued","25/1/2019 00:00:00","02002104-9","0101000020E6100000E8A3463112C454C0DC7E3EC4F82C4540"
"BLD2018-08125","1553","","MONTEREY","","FURNISH AND INSTALL AN APPROX. 345 SQ FT, SINGLE FAMILY DWELLING WITH SLAB FOUNDATION AS PER PROVIDED DOCUMENTS.","CofO Issued","19/11/2021 00:00:00","06003282.","0101000020E61000005E405A47B1C654C0C041AE56E9314540"
"BLD2018-08152","1515","","WOODWARD","","AKA 1523 WOODWARD. TENANT OFFICE BUILD-OUT ON FLOORS 1 THROUGH 4 AS PER EPLANS. PROJDOX BLD-6105.","CofO Issued","21/1/2020 00:00:00","02001869-1","0101000020E61000002C47FC3E32C354C012DC8D4BE42A4540"
"BLD2018-08295","10200","","ROSA PARKS BLVD","","PER BSEED GRANT #64-17 & BZA #21-18, ERECTION OF A 40' X 64' (2,603 SQ FT) MOTOR VEHICLE FILLING STATION WITH CARRYOUT RESTAURANT AS PER EPLANS. PROJDOX BLD-7322","CofO Issued","18/11/2021 00:00:00","08007710-1","0101000020E61000007772FF929AC654C05E860E95F5304540"
"BLD2018-08355","11043","","FRENCH RD","","ERECTION OF ONE 60' L X 40' W X 14' H, 2,400 SQ FT STEEL SHOP/STORAGE BLDG AND ASSOCIATED FOUNDATION AS PER PLANS.","CofO Issued","16/4/2019 00:00:00","17016507.","0101000020E6100000E549F1F5B0C054C06EA8401541344540"
"BLD2018-08388","16829","","HARPER","","","CofO Issued","29/4/2019 00:00:00","21004627-8","0101000020E61000004433449F1BBC54C081FE501924354540"
"BLD2018-08419","1249","","GRISWOLD","","INTERIOR AND EXTERIOR RENOVATIONS TO EXISTING 8 STORY BUILDING JAKE WALKED WITH TWO SETS OF STAMPED PLANS, WILL RETURN TO PAY
TO ESTABLISH 82 MULTIFAMILY UNITS WITH WHITEBOXES FOR FUTURE OFFICE AND RETAIL SPACES AS PER PLANS.","CofO Issued","7/6/2019 00:00:00","02002006.","0101000020E61000008BDDBD0433C354C0899A88F9A72A4540"
"BLD2018-08434","10090","","CHICAGO","","ESTABLISH AN INDOOR AGRICULTURE FACILITY (AQUAPONICS) WITH RETAIL IN AN EXISTING 16,831 BUILDING AS PER BSEED #19-18 RECORDED W/WCRD ON 6/18/2018 AS PER EPLANS.","CofO Issued","24/1/2020 00:00:00","18005655-67","0101000020E610000066E976CB3ECA54C0DBE7D473E52E4540"
"BLD2018-08522","1434","","WOODWARD AVE","","Permanent C of O issued","CofO Issued","10/12/2019 00:00:00",,
"BLD2018-08584","2710","","HARRISON","","PRJDOX# BLD-6509ERECTION OF A 60' L X 20' W X 24' H ONE FAMILY DWELLING AS PER EPLANS. PROJDOX BLD-6509","CofO Issued","12/9/2019 00:00:00","08006672.","0101000020E6100000A62A2B7FA7C454C01699B013FB2A4540"
"BLD2018-08657","1217","","WOODWARD","","PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","2/4/2019 00:00:00","02001885.002","0101000020E6100000279A1B481AC354C038EA9889A22A4540"
"BLD2018-08665","15280","W","GRAND RIVER","","(A.K.A. 15236 W GRAND RIVER - LEGAL ADDRESS) CONSTRUCT AND ERECT A 1 STORY, APPROX. 6520 SF NEW ""RETAIL STORE"" AS PER PROVIDED PLANS AND 2015 MICHIGAN BLDG CODE.","CofO Issued","24/9/2019 00:00:00","22008288.","0101000020E61000004248CE8887CC54C0E896B5D82C324540"
"BLD2018-08783","2211","","WOODWARD AVENUE","","CHANGE LEGAL LAND USE OF SUITE C, FLOOR 1 OF EXISTING OFFICE BUIDLING FROM ""OFFICE, PROFESSIONAL"" TO ""STANDARD RESTAURANT"" AS PER PROVIDED DOCUMENTS.","CofO Issued","7/11/2019 00:00:00","02001861.002","0101000020E610000061C19C8C5FC354C0C454D1DC4D2B4540"
"BLD2018-09008","15670","E","EIGHT MILE","","ESTABLISH A PROVISIONING CENTER FACILITY (PCF) IN A 1,947 SQ FT UNIT OF AN EXISTING 3,324 SQ FT BUILDING PER BSEED #52-16 RECORDED W/WCRD ON 1/3/17 & BZA#101-17 RECORDED ON 1/2/18","CofO Issued","14/8/2019 00:00:00","21028023-4","0101000020E6100000CBA4CC166CBD54C013130F8891394540"
"BLD2018-09119","19535","W","WARREN","","PERMANENT CERTIFICATE OF OCCUPANCY ISSUED FOR SUITE A (OFFICES)","CofO Issued","29/3/2019 00:00:00","22000348-52","0101000020E6100000C26C7CDBE3CE54C09AA5883AE12B4540"
"BLD2018-09250","17040","W","WARREN","","Change legal land use of suite 17040 from ""bakery"" to ""retail store (clothing)"" as per provided documents.
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","15/3/2019 00:00:00","21002259-62","0101000020E6100000834B8C1484BB54C0F1EC7253EB334540"
"BLD2018-09262","1620","","MICHIGAN","","AKA UNIT 1, 2201 TRUMBULL. PER BZA #4-18. ERECTION OF A 34'L X 20' W X 38' H TOWNHOUSE UNIT AS PER EPLANS. PROJDOX BLD-5781
CHARGES FOR PRV FEES NOT NECESSARY & PAID ON PRV2018-01487. AMOUNT DEDUCTED FROM BLDG PERMIT.  LR & WB (AUTHORIZED)","CofO Issued","12/8/2019 00:00:00","08000590-1","0101000020E6100000262C430C58C454C01DDC0691752A4540"
"BLD2018-09263","1620","","MICHIGAN","","AKA UNIT 2, 2205 TRUMBULL. PER BZA #4-18, ERECTION OF A 34'L X 20' W X 38' H TOWNHOUSE UNIT AS PER EPLANS. SEE PROJDOX BLD-5781 FOR EPLANS.","CofO Issued","12/8/2019 00:00:00","08000590-1","0101000020E6100000262C430C58C454C01DDC0691752A4540"
"BLD2018-09274","1515","","BROADWAY","","AKA 1515 BROADWAY, REAR SUITE. TENANT BUILD-OUT TO ESTABLISH A GROUP C CABARET AS PER EPLANS. SEPARATE HEALTH APPROVAL AND BUSINESS LICENSE REQUIRED. PROJDOX BLD-6479","CofO Issued","2/10/2019 00:00:00","01004022.","0101000020E61000004F569A4D1EC354C06575385AF92A4540"
"BLD2018-09606","1509","","BROADWAY","","PRJDOX# BLD-7284
TENANT BUILD OUT OF 2ND FLOOR SUITE TO ESTABLISH A STANDARD RESTAURANT WITH CLASS C LIQUOR LICENSE AS PER PROVIDED PLANS","CofO Issued","16/9/2019 00:00:00","01004023.","0101000020E61000006BF5EEE11CC354C0DB53B60AF82A4540"
"BLD2018-09777","10420","W","MCNICHOLS","","CHANGE OF OCCUPANCY TO PHARMACY (10420 MCNICHOLS) AS PER EPLAN DRAWINGS AND PER CODE.","CofO Issued","30/1/2020 00:00:00","16008103-6","0101000020E6100000701470DE92CA54C00C2ED2B660354540"
"BLD2018-09859","2458","","BRUSH","","CHANGE OF USE FROM COMMUNITY HALL TO RESTAURANT W/ CLASS C AND CONSTRUCTION OF A BAR AS PER PLANS.","CofO Issued","22/1/2019 00:00:00","01003798-803","0101000020E6100000A32B5D9F1EC354C02DF3EC15D42B4540"
"BLD2018-10023","3411","W","GRAND RIVER","","PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","10/4/2019 00:00:00",,
"BLD2018-10030","17911","","HAMILTON","","","CofO Issued","23/8/2019 00:00:00","02002785.","0101000020E61000001791987521C854C03A149868A2364540"
"BLD2018-10235","7601","W","WARREN","","PER BSEED GRANT #212-16, CHANGE OF OCCUPANCY TO MAJOR MOTOR VEHICLE REPAIR W/BUMP & PAINT AND ALTERATIONS AS PER EPLANS. PROJDOX BLD-8125","CofO Issued","7/3/2019 00:00:00","18003541-4","0101000020E61000007AFE31C546C954C0802C9EAD172C4540"
"BLD2018-10320","1520","","WOODWARD","","REVISION TO BLD2018-08794 TO REFLECT MECHANICAL CHANGES AS PER EPLANS. PROJDOX BLD-8824","CofO Issued","18/2/2019 00:00:00","01004131.","0101000020E6100000A03E3EB626C354C06AE91A24EE2A4540"
"BLD2018-10321","1452","","RANDOLPH","","office/INTERIOR ALTERATIONS TO AN EXISTING 3RD FLOOR OFFICE SPACE AS PER EPLANS. PROJDOX BLD-8006
06-11-2019/C OF O ISSUED IN ERROR/DOCUMENT RESCINDED UNTIL ALL ELECTRICAL DOCUMETS ARE RECEIVED","CofO Issued","11/6/2019 00:00:00","01003935.","0101000020E610000040499125EBC254C08B2A127E032B4540"
"BLD2018-10419","1245","","GRISWOLD","","Per HDC Cert#19-6035, Change of Occupancy to establish Standard Restaurant w/ outdoor dining in Lower Level & 1st Floor Tenant Space and alterations as per plans.","CofO Issued","3/12/2019 00:00:00",,
"BLD2018-10443","3815","WEST","FORT","STREET","establish 19 residential lofts units on 2nd floor Per Plans. Trade permits to be pulled separately.","CofO Issued","30/10/2019 00:00:00","14000030.","0101000020E61000003466FB1E5EC554C0AC9F50DE41284540"
"BLD2018-10450","3500","EAST","JEFFERSON","AVENUE","3500 E. Jefferson (legal) aka 3450 E. Jefferson -Change of use of (2) offices as per plans.","CofO Issued","22/2/2019 00:00:00","13000114.004L","0101000020E6100000998CF6E498C054C0E27937EF892B4540"
"BLD2018-10483","3800"," ","WOODWARD","AVENUE","Change of Occupancy/Use to Restaurant w/OnSite Consumption per plans.","CofO Issued","27/11/2019 00:00:00","01004199-201","0101000020E610000051C33F01C2C354C0162092FDBC2C4540"
"BLD2018-10496","5065"," ","TRUMBULL"," ","Currently, no additional construction is planned for this location. All renovations are complete, and the tenant (Rhonda Morris), is just waiting to move into the building.This space will be utalized as a store front to sell packaged baked goods and desserts. No baked goods or other food items will be made at this location. Baked goods will be transported to this location, from another location. This location will store and house the desserts in freezers and refrigerators. Items for sale will be stored in a refrigerated display cabinet. This location will also sell snack foods like locally curated chips and packaged ice cream, all of which will be made at other locations, and transported to this desired storefront.","CofO Issued","7/3/2019 00:00:00",,
"BLD2018-10519","18448"," ","MORANG"," ","(Aka 18448 Morang) Establish a Medical Marihuana Caregiver Center (MMCC) in an existing, two story, 2,703 square foot building. as per BZA CASE 85-17 (aka BSEED 218-16) upper unit must remain vacant while mmcc is in use, as per bza 85-17","CofO Issued","29/4/2019 00:00:00","21076645.","0101000020E6100000AD48396356BD54C0DE0B4F981B374540"
"BLD2018-10542","6445","EAST","HILDALE"," ","Per BZA grant 17-19 - modify condition # 19 Add trees and leave existing metal fence per plans.","CofO Issued","15/10/2019 00:00:00","15004628.004","0101000020E610000065641F9155C254C06CB589F218374540"
"BLD2018-10544","6505"," ","WOODWARD","AVENUE","interior office build out","CofO Issued","15/7/2019 00:00:00","02001747.","0101000020E61000001EB69CF6AAC454C049F9886D3F2F4540"
"BLD2018-10589","2002","","PINE","","Construction of 5 unit townhouse residential building","CofO Issued","15/1/2021 00:00:00","08008628-37","0101000020E61000001EEDCD3DD0C454C0FF7A4E38C22A4540"
"BLD2018-10590","2024","","PINE","","Construction of three story 5 unit residential townhouse","CofO Issued","15/1/2021 00:00:00",,
"BLD2018-10599","1001"," ","BRUSH"," ","Tenant interior renovations to establish retail per plans.
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED","CofO Issued","4/6/2019 00:00:00","01000161.","0101000020E61000005C5A9FD7CEC254C04C7E8199B92A4540"
"BLD2018-10633","4746","WEST","VERNOR","","CHANGE OCCUPANCY TO RETAIL AND ALTERATIONS AS PER PLANS. (4746 W. VERNOR LEGAL)","CofO Issued","9/4/2020 00:00:00","16000780.","0101000020E6100000D5BA3A275AC654C0E841EC81D6284540"
"BLD2018-10637","9421","WEST","GRAND RIVER","AVENUE","To divide existing retail space into three spaces, with drywall partition.  Building permit requested is for the structure only.  Other trade permits will be requested in next phase.","CofO Issued","4/6/2019 00:00:00","16004919-22","0101000020E61000008E221F368AC854C0C5D967CADE2E4540"
"BLD2018-10690","8045"," ","SECOND"," ","Interior alterations as per attached documents / drawings.
30 DAY TCO ISSUED/ELEVATOR OUT OF SERVICE-RECINDED
C OF A ISSUED PER R.HARGRAVES (ALTERATIONS ONLY)","CofO Issued","12/3/2019 00:00:00","04001819-20","0101000020E610000097C5D18D19C554C0AAAC81B0D12F4540"
"BLD2018-10691","20000"," ","VAN DYKE"," ","To add used Auto Motor Vehicle sales dealership to subject property relocating from 19963 Van Dyke (Completed under BLD2019-00525)","CofO Issued","8/4/2019 00:00:00","17009933.","0101000020E6100000FBCDE7328BC154C034F47971AD384540"
"BLD2018-10719","2211","","TRUMBULL","","AKA 2211 Trumbull (Unit 3). Construction of a 35' L x 20' W x 40' H Townhouse as per plans. ProjDox RES-9995","CofO Issued","4/6/2020 00:00:00","08000587-9","0101000020E61000000C7A9C945AC454C01E979E159E2A4540"
"BLD2018-10735","1940","","PINE","","(a.k.a. 1940, 1942, 1944, 1946 Pine - local addresses) Per BSEED grant #56-17 and BZA grant #50-18, Construct and erect four (4) attached residential townhouses as per provided documents. Must conform to 2015 Michigan Res. Code. Smoke detection deviced req'd per Ord. 239-H","CofO Issued","15/1/2021 00:00:00","08008628-37","0101000020E61000008C0CE438C8C454C0C9E2087DC62A4540"
"BLD2019-00030","9731"," ","HARPER"," ","AKA 9701 Harper Owner to renovate and expand existing use .","CofO Issued","20/6/2019 00:00:00","19001731.002L","0101000020E6100000BE50CD826DC054C0E9A1378D60324540"
"BLD2019-00033","1435","","FARMER","","INTERIOR ALTERATIONS TO ESTABLISH USE FOR TENANT SPACE AS COSMETIC RETAIL
PERMANENT CERTIFICATE OF OCCUPANCY ISSUED (03-20-2019)","CofO Issued","20/3/2019 00:00:00",,
"BLD2019-00054","2817","","BRUSH","","ERECT A 4 STORY, TOWNHOME AS PER EPLANS AND CERTIFICATE OF APPROPRIATENESS # 

Unit number 97 of Condo Plan 1072               .","CofO Issued","1/6/2021 00:00:00",,
"BLD2019-00055","2811","","BRUSH","","ERECT A 4 STORY, 8 UNIT TOWNHOME AS PER EPLANS AND CERTIFICATE OF APPROPRIATENESS #                 .","CofO Issued","5/4/2021 00:00:00",,
"BLD2019-00056","2805","","BRUSH","","Construction of eight (8) unit town homes as per plans. (Subject to field approval).","CofO Issued","6/5/2021 00:00:00",,
"BLD2019-00057","2813","","BRUSH","","ERECT A 4 STORY, 8 UNIT TOWMHOUSE AS PER EPLANS AND CERTIFICATE OF APPROPRIATENESS #              .","CofO Issued","30/3/2021 00:00:00",,
"BLD2019-00068","500","","Griswold","","Change of Use. Interior Alterations for Carry-Out Restaurant Per Plans","CofO Issued","18/7/2019 00:00:00","02001990-2","0101000020E6100000E39FEE5CF3C254C04CEECFB42F2A4540"
"BLD2019-00076","73","","Mt. Vernon","St","A NEW 2 STORY SINGLE FAMILY HOUSE","CofO Issued","28/8/2019 00:00:00","01002388.","0101000020E6100000F8897C62D5C454C0EDE63C4D2D304540"
"BLD2019-00077","65","","Mt Vernon","","To Construct a new 2 story single family house and 1 story garage  PRJDOX # RES-6518","CofO Issued","27/8/2019 00:00:00",,"0101000020E610000058279EBCD9C454C09578481D2A304540"
"BLD2019-00078","100","","MARSTON","","To construct a 2 Story 3 Unit Residential Townhouse building. (AKA 100 Marston, 102 Marston, 104 Marston)","CofO Issued","12/11/2020 00:00:00","-506","0101000020E610000082FBAEDBC2C454C0A24AE1950A304540"
