"inspection_id","establishment_id","name","inspection_date","inspection_type","inspector_id","priority_violations","foundation_violations","core_violations","total_corrected_priority___foun","in_compliance"
"36814","3821","Shabazz East Restaurant","10/13/2016","Routine Inspection","87","0","0","5","0","No"
"36815","3191","Sullaf Restaurant","10/12/2016","Routine Inspection","87","0","1","7","1","Yes"
"36816","1616","River Breeze Dairy","10/17/2016","Routine Inspection","87","0","0","2","0","Yes"
"36817","902","Frank Murphy Performance Academy ","10/13/2016","Routine Inspection","127","1","0","0","1","Yes"
"36818","4175","Samuel Gompers Learning Academy PK-8","10/13/2016","Routine Inspection","127","0","0","0","0","Yes"
"36819","4695","Ford Field - Blitz","10/12/2016","Routine Inspection","121","0","1","0","1","Yes"
"36820","1106","Music Hall Center","10/13/2016","Routine Inspection","121","1","4","2","5","Yes"
"36821","5307","Black Orchid dba Dolla Bills Gentleman C","10/13/2016","Routine Inspection","112","1","2","2","2","No"
"36822","4610","Captain Jay's Fish & Chicken #110","10/17/2016","Routine Inspection","127","0","3","4","3","No"
"36823","5269","Habibi Fish & Chicken","10/14/2016","Routine Inspection","127","0","4","1","4","Yes"
"36824","716","Jordans Family Restaurant","9/22/2016","Routine Inspection","128","1","1","0","2","Yes"
"36825","1342","Restaurant Nuestra Familia","9/22/2016","Routine Inspection","128","2","4","0","3","No"
"36826","5207","Rusted Crow Detroit","9/1/2016","Routine Inspection","128","3","2","2","5","Yes"
"36827","1125","Donut Villa","10/13/2016","Routine Inspection","128","0","0","0","0","Yes"
"36829","2008","Ren Cen Subway Foods LLC","8/23/2016","Routine Inspection","127","1","1","0","1","No"
"36831","4261","Ford Field- Food Portables","10/16/2016","Routine Inspection","87","5","4","6","7","No"
"36832","4258","Ford Field- Second Floor Concessions","10/16/2016","Routine Inspection","87","2","1","9","3","Yes"
"36833","3484","Guzman's Commissary","10/13/2016","Routine Inspection","128","0","0","0","0","Yes"
"36835","1104","Maison Fine Food Inc.","10/17/2016","Complaint","87","0","0","0","0","Yes"
"36836","1255","Vernon Chapel Church","10/18/2016","Routine Inspection","87","0","0","0","0","Yes"
"36837","1953","Main Street Grill and Coney Island","10/19/2016","Routine Inspection","121","3","8","5","1","No"
"36838","1531","TJ's Grill Works Inc","10/18/2016","Routine Inspection","129","3","7","7","10","No"
"36839","4833","GFFD Community Center Northwest","10/17/2016","Routine Inspection","112","0","1","0","0","No"
"36840","527","Lon's Ham and Corned Beef","10/18/2016","Routine Inspection","112","0","0","0","0","Yes"
"36841","4983","Iraqi Bakery and Carry Out","10/18/2016","Routine Inspection","112","0","0","0","0","Yes"
"36842","893","Cody Senior High School","10/18/2016","Routine Inspection","112","0","0","0","0","Yes"
"36843","4124","Gateway Deli","10/19/2016","Routine Inspection","124","5","4","2","9","Yes"
"36844","1149","Church's Fried Chicken #863","10/19/2016","Routine Inspection","124","0","4","2","4","Yes"
"36845","1731","Capuchin Kitchen","10/18/2016","Routine Inspection","87","0","1","5","1","Yes"
"36846","238","Bronx Bar","10/18/2016","Routine Inspection","87","0","1","4","1","No"
"36847","1459","Rob's Deli","10/18/2016","Routine Inspection","87","1","2","4","3","Yes"
"36848","4537","Govinda's at the Fisher Mansion","10/19/2016","Routine Inspection","87","0","0","2","0","Yes"
"36849","5201","Roy Allen Family Life Center","10/20/2016","Routine Inspection","124","0","0","0","0","Yes"
"36850","1146","Church's Fried Chicken #855","10/5/2016","Routine Inspection","124","3","2","3","5","Yes"
"36851","511","Champagnes Steak and Soul","10/17/2016","Routine Inspection","126","1","0","0","1","Yes"
"36852","4239","Matrix Human Services","10/18/2016","Routine Inspection","126","0","0","0","0","Yes"
"36853","3164","Fisher Magnet Lower Academy (K-4,PK)","10/18/2016","Routine Inspection","126","0","1","1","0","No"
"36854","1167","Fleming Elementary","10/18/2016","Routine Inspection","126","0","0","1","0","Yes"
"36855","940","Osborn Senior High School","10/18/2016","Routine Inspection","126","0","0","1","0","Yes"
"36856","4932","Dove Academy of Detroit","10/19/2016","Routine Inspection","126","1","0","0","1","Yes"
"36857","270","Stonehouse Bar","10/20/2016","Routine Inspection","126","0","0","0","0","Yes"
"36858","5051","Seven Days Fish and Chicken Inc.","10/21/2016","Routine Inspection","130","0","0","0","3","Yes"
"36859","4839","Asian Corned Beef","10/17/2016","Routine Inspection","130","0","0","0","0","Yes"
"36860","5239","Paradise Fish & Chicken Market","10/17/2016","Routine Inspection","130","0","1","1","1","Yes"
"36861","1243","Pasteur Elementary School","10/18/2016","Routine Inspection","130","0","0","0","0","Yes"
"36862","912","MacDowell Preparatory Academy","10/18/2016","Routine Inspection","130","0","0","0","0","Yes"
"36863","1584","U Of D Jesuit High School","10/18/2016","Routine Inspection","130","1","0","4","1","Yes"
"36864","1120","John J Bagley Elementary School","10/20/2016","Routine Inspection","130","0","0","0","0","Yes"
"36865","1543","Foreign Language Immersion","10/20/2016","Routine Inspection","130","0","0","0","0","Yes"
"36866","748","Renaissance High School","10/20/2016","Routine Inspection","130","0","0","0","0","Yes"
"36867","654","Gratiot Grill Coney Island","10/19/2016","Routine Inspection","126","2","0","0","2","Yes"
"36868","1076","Franklin Wright Settlement","10/20/2016","Preopening/Other","87","0","0","1","0","Yes"
"36869","4904","Gold Cash Gold","10/20/2016","Complaint","87","0","0","0","0","Yes"
"36873","1073","Hong Moy","10/17/2016","Routine Inspection","126","0","1","2","1","No"
"36874","4256","Ford Field- Corner Lounge","10/23/2016","Routine Inspection","122","2","2","6","4","Yes"
"36875","700","La Dolce Vita","10/14/2016","Routine Inspection","87","1","0","4","1","Yes"
"36876","3737","Fisher Middle School (Upper)","10/18/2016","Routine Inspection","126","0","0","2","0","No"
"36877","3737","Fisher Middle School (Upper)","4/25/2017","Routine Inspection","126","0","0","0","0","Yes"
"36878","488","Deluxe Coney Island","10/20/2016","Routine Inspection","126","1","2","0","3","Yes"
"36879","5335","Great Lakes Fish & Chicken Market","10/20/2016","Routine Inspection","126","2","2","2","4","Yes"
"36880","1701","Town Pump Tavern","10/24/2016","Routine Inspection","87","3","2","4","5","Yes"
"36881","2002","East Bar-Detroit","10/24/2016","Routine Inspection","87","1","0","2","1","Yes"
"36883","4816","WAY Academy West Campus","10/20/2016","Routine Inspection","112","0","0","0","0","Yes"
"36884","5382","The Mason Jar","10/24/2016","Complaint","130","0","0","0","0","Yes"
"36887","4262","Ford Field- Beer/Bar Portables","10/16/2016","Routine Inspection","129","2","2","3","4","Yes"
"36888","3696","MGM Grand Casino-Ignite","10/19/2016","Routine Inspection","129","1","0","2","1","Yes"
"36889","2637","The Fillmore Detroit (State Bar/Theatre)","10/19/2016","Routine Inspection","129","1","2","1","3","Yes"
"36890","3807","Great Lakes Coffee Beanery","10/21/2016","Preopening/New","122","0","0","3","0","Yes"
"36891","5162","Granite City Food & Brewery","10/20/2016","Routine Inspection","129","3","1","4","4","Yes"
"36892","4754","College Prep/New Paradigm","10/25/2016","Routine Inspection","129","0","1","1","1","Yes"
"36893","4300","Sugar House","10/24/2016","Routine Inspection","87","1","0","4","1","Yes"
"36894","3317","Detroit Enterprise Academy","10/25/2016","Routine Inspection","87","0","0","0","0","Yes"
"36895","4440","Jimmie's Lounge","10/25/2016","Routine Inspection","87","0","0","3","0","Yes"
"36896","2646","McDonald's #25135","10/25/2016","Routine Inspection","87","1","0","0","1","Yes"
"36898","1151","Gyroland, L.L.C.","8/23/2016","Routine Inspection","127","0","0","0","0","Yes"
"36899","4836","McDonald's","10/26/2016","Complaint","129","0","0","0","0","Yes"
"36900","865","Thirkell Elementary","10/26/2016","Routine Inspection","129","0","0","1","0","Yes"
"36901","4125","University Yes Academy","10/26/2016","Routine Inspection","130","0","0","0","0","Yes"
"36902","1319","Coleman A. Young Elementary","10/26/2016","Routine Inspection","130","0","0","0","0","Yes"
"36903","4286","Jalen Rose Leadership Acadamy","10/26/2016","Routine Inspection","130","0","0","0","0","Yes"
"36904","1118","Bow Elementary School","10/26/2016","Routine Inspection","130","0","0","0","0","Yes"
"36905","2037","Michigan Technical Academy","10/26/2016","Routine Inspection","130","1","0","0","1","Yes"
"36906","2820","A Eagles Coney Island","10/11/2016","Routine Inspection","124","4","0","2","4","Yes"
"36907","384","Subway #66","10/26/2016","Routine Inspection","126","1","0","1","1","No"
"36908","1092","St. Patrick Senior Center, Inc.","10/20/2016","Routine Inspection","83","0","0","0","0","Yes"
"36909","4837","Zoom Coney Restaurant","10/27/2016","Routine Inspection","129","2","3","2","5","No"
"36911","1345","The Ham Palace","10/26/2016","Routine Inspection","126","2","1","2","3","No"
"36913","1407","Fort Street Presbyterian Church","10/27/2016","Routine Inspection","87","0","1","0","1","Yes"
"36914","1440","Campus Diner","10/27/2016","Routine Inspection","87","0","0","0","0","Yes"
"36915","3172","Centaur Bar","10/27/2016","Routine Inspection","87","2","0","2","2","Yes"
"36916","5084","Word In Action Christian Center","10/27/2016","Routine Inspection","130","0","0","0","0","Yes"
"36917","1214","Church's Fried Chicken #964","10/27/2016","Routine Inspection","130","0","0","0","0","Yes"
"36918","4914","Loyola High School Detroit","10/27/2016","Routine Inspection","130","0","0","0","0","Yes"
"36919","1289","McDonald's #3146","10/27/2016","Routine Inspection","130","2","0","2","2","Yes"
"36921","924","Keidan Special Education Center","10/24/2016","Complaint","124","0","0","0","1","Yes"
"36922","1076","Franklin Wright Settlement","10/28/2016","Routine Inspection","87","0","0","1","0","Yes"
"36923","4855","GO! Smoothies, LLC","10/28/2016","Routine Inspection","87","0","2","5","1","No"
"36924","777","Curis Big Boy Restaurant","9/22/2016","Complaint","87","0","0","0","0","Yes"
"36925","4883","Livernois & I96 Subway Inc","10/26/2016","Routine Inspection","124","0","2","1","2","Yes"
"36926","1747","China House","10/26/2016","Routine Inspection","124","1","2","3","3","Yes"
"36927","3366","Tabernacle Missionary Baptist Church","8/11/2016","Routine Inspection","124","2","1","1","3","Yes"
"36928","4259","Ford Field- Third Floor Concessions","10/16/2016","Routine Inspection","124","5","6","3","11","Yes"
"36929","5078","Papa's Pizza - JNL Pizzaria, Inc.","10/28/2016","Routine Inspection","130","0","0","0","0","Yes"
"36930","3835","Greektown Casino - Trappers Bar","10/28/2016","Routine Inspection","129","1","0","2","1","No"
"36931","3929","Greektown Casino - Sports Bar","10/28/2016","Routine Inspection","129","0","0","1","0","Yes"
"36932","3836","Greektown Casino - Fringe","10/28/2016","Routine Inspection","129","0","0","3","0","No"
"36933","2077","Superior Coney Island","10/26/2016","Routine Inspection","112","0","0","1","0","No"
"36934","2458","Subway #24814","10/26/2016","Routine Inspection","112","0","0","0","0","Yes"
"36935","4134","Subway #47233","10/26/2016","Routine Inspection","112","1","0","0","1","Yes"
"36936","1130","Mike's Coney Island","10/27/2016","Routine Inspection","112","1","0","1","1","Yes"
"36937","1361","Caesars Cafe, Inc","10/27/2016","Routine Inspection","112","0","0","1","0","No"
"36938","3976","Manhattan Fish and Chicken","10/27/2016","Routine Inspection","112","0","1","0","1","Yes"
"36939","4477","Senior Community Exchange","10/28/2016","Routine Inspection","126","0","2","0","0","No"
"36940","1360","Motor City Coney Island","10/26/2016","Routine Inspection","126","1","1","1","2","Yes"
"36941","4949","Frontier International Academy","10/25/2016","Routine Inspection","126","0","0","0","0","Yes"
"36942","1095","Jons Coney Island","10/25/2016","Routine Inspection","126","0","0","0","2","Yes"
"36943","302","Original Marcus Hamburger","10/31/2016","Routine Inspection","126","2","1","1","3","Yes"
"36944","3478","Joy Preparatory Academy - Dexter Campus","11/1/2016","Routine Inspection","130","0","0","0","0","Yes"
"36945","4761","David Ellis Academy Kindergarten","11/1/2016","Routine Inspection","130","0","0","0","0","Yes"
"36946","3558","David Ellis Academy","11/1/2016","Routine Inspection","130","0","0","0","0","Yes"
"36947","3582","Lincoln King Adams Young Grove 1st Floor","11/1/2016","Routine Inspection","130","0","0","0","0","Yes"
"36948","591","Byblos Cafe & Grill","11/1/2016","Routine Inspection","87","0","1","5","1","Yes"
"36949","206","Rivertown Pizza Papalis ","11/1/2016","Routine Inspection","87","0","0","0","0","Yes"
"36950","642","Xochimilco, INC","10/31/2016","Complaint","128","0","0","0","0","Yes"
"36951","704","Detroiter Bar","9/1/2016","Routine Inspection","128","0","0","10","0","No"
"36952","1194","Checker Bar & Grill, Inc.","9/1/2016","Routine Inspection","128","3","0","3","2","No"
"36957","501","Vivio's Market Center Club","10/14/2016","Routine Inspection","114","1","2","1","3","Yes"
"36958","4889","Top China One","10/14/2016","Complaint","114","0","0","0","0","Yes"
"36959","4388","The Potato Place","10/11/2016","Complaint","114","0","0","0","0","Yes"
"36960","5198","Bigalora Wood Fired Cucina","10/18/2016","Routine Inspection","114","0","1","0","1","Yes"
"36961","5137","Detroit Burger Bar","10/18/2016","Routine Inspection","114","2","3","4","5","Yes"
"36962","5138","Sukhothai DMC","10/18/2016","Routine Inspection","114","2","1","2","3","Yes"
"36963","5136","Estia Greek Street Food","10/18/2016","Routine Inspection","114","4","3","5","7","No"
"36964","3899","College for Creative Studies","10/18/2016","Complaint","114","0","0","0","1","Yes"
"36965","3895","Butcher's Inn","10/18/2016","Complaint","114","0","0","0","0","Yes"
"36968","5193","Gus's Fried Chicken","9/2/2016","Routine Inspection","114","0","1","2","1","Yes"
"36970","5267","Ocean Splash Fish & Chicken","9/13/2016","Routine Inspection","114","3","2","7","5","Yes"
"36971","3793","University Preparatory Academy Elem","9/15/2016","Routine Inspection","114","2","1","3","2","No"
"36972","808","Detroit Urban League","9/15/2016","Routine Inspection","114","0","0","5","0","No"
"36973","5045","Sweet Lorraine's Fabulous Mac n' Brewz","9/13/2016","Routine Inspection","114","2","5","3","7","No"
"36974","4849","Thomas Magee's Sporting House","9/16/2016","Routine Inspection","114","0","3","3","3","No"
"36975","4433","Henry Ford Academy Elementary","10/25/2016","Routine Inspection","114","0","0","0","0","Yes"
"36976","4093","University Prep Academy Elementary","10/25/2016","Routine Inspection","114","0","0","0","0","Yes"
"36977","1683","Coffee Master","10/25/2016","Routine Inspection","114","0","0","0","0","Yes"
"36978","3909","University Prep Math/Science 90/90","10/20/2016","Routine Inspection","114","0","0","0","0","Yes"
"36979","1743","Detroit Academy of Arts & Sciences","10/17/2016","Routine Inspection","114","0","0","0","0","Yes"
"36980","4387","Detroit Academy of Arts & Sciences MS","10/17/2016","Routine Inspection","114","0","0","0","0","Yes"
"36981","4901","Stache International","10/13/2016","Routine Inspection","114","0","0","1","0","Yes"
"36982","2808","College for Creative Studies","10/20/2016","Routine Inspection","114","0","0","0","0","Yes"
"36983","4091","University Prep Academy Middle School","10/20/2016","Routine Inspection","114","0","0","1","0","Yes"
"36984","1155","Jolly Old Timers Club","9/10/2016","Routine Inspection","114","0","0","0","0","Yes"
"36985","2126","Michigan Science Center/Edibles Rex","10/20/2016","Routine Inspection","114","2","0","0","2","Yes"
"36986","2607","International Kitchen","10/24/2016","Routine Inspection","114","0","0","0","0","Yes"
"36987","4392","The Bottom Line Coffee House","10/24/2016","Routine Inspection","114","1","3","1","4","Yes"
"36988","5305","Firehouse Subs","10/24/2016","Routine Inspection","114","0","0","0","0","Yes"
"36990","1029","New Paradigm/Glazer Elementary","11/1/2016","Routine Inspection","124","1","0","0","1","Yes"
"36991","3470","Starbucks Coffee","10/25/2016","Preopening/New","122","0","0","0","0","Yes"
"36992","2319","Golightly EEC Elementary","11/2/2016","Routine Inspection","87","0","0","0","0","Yes"
"36993","1041","Golightly Middle School","11/2/2016","Routine Inspection","87","0","0","0","0","Yes"
"36994","1161","Olympic Grill","11/2/2016","Routine Inspection","87","0","0","4","0","No"
"36995","4475","Applebee's #7833","11/3/2016","Routine Inspection","87","0","0","4","0","No"
"36997","2821","Passport Pizza","11/3/2016","Routine Inspection","87","0","0","0","0","Yes"
"36999","410","Lou's  Deli/Seven Mile","10/26/2016","Routine Inspection","127","0","0","1","0","No"
"37000","3930","Manhattan Fish & Chicken","10/26/2016","Routine Inspection","127","2","0","0","2","Yes"
"37001","4553","Famous Royal Grill","10/27/2016","Routine Inspection","127","4","1","3","4","No"
"37002","4435","Spud Headz","10/27/2016","Routine Inspection","127","1","0","2","1","No"
"37003","4442","Mr. B's Soul Food","10/27/2016","Routine Inspection","127","3","0","1","3","No"
"37004","328","Duffy's Den","10/28/2016","Routine Inspection","127","0","0","0","0","Yes"
"37005","4924","Lincoln King Adams Young Scholastica","10/18/2016","Routine Inspection","127","0","0","0","0","Yes"
"37006","1582","Communication and Media Arts School","10/18/2016","Routine Inspection","127","1","0","0","1","Yes"
"37007","2155","White Castle #40","11/2/2016","Routine Inspection","112","1","0","3","1","No"
"37008","3877","Rice Bowl Express","8/23/2016","Routine Inspection","127","0","0","0","0","Yes"
"37009","4838","Bread Basket Deli","10/18/2016","Routine Inspection","127","1","0","1","1","Yes"
"37010","1413","Lady Louisa's Place","10/18/2016","Complaint","127","0","0","1","0","No"
"37011","904","Cooke Elementary","11/18/2016","Routine Inspection","127","1","0","1","1","Yes"
"37012","1592","Christ the King Grade School","10/25/2016","Routine Inspection","127","0","0","0","0","Yes"
"37013","5123","Superior Coney Island & Grill","11/2/2016","Routine Inspection","112","0","0","0","0","Yes"
"37015","1547","Gesu Elementary","11/3/2016","Routine Inspection","130","0","0","0","0","Yes"
"37016","850","Schulze Elementary School","11/3/2016","Routine Inspection","130","0","0","0","0","Yes"
"37017","4454","Southern Smokehouse","11/2/2016","Routine Inspection","130","0","0","0","0","Yes"
"37018","4617","Kuzzo's Chicken & Waffles LLC","11/3/2016","Routine Inspection","130","1","4","1","5","Yes"
"37019","1174","Palmer Park Preparatory Academy","11/3/2016","Routine Inspection","130","0","0","0","0","Yes"
"37020","723","Motor City Soul Food","11/2/2016","Routine Inspection","130","1","0","2","1","Yes"
"37021","1647","China One","10/24/2016","Routine Inspection","127","0","1","3","1","Yes"
"37022","841","Denby High School","11/1/2016","Routine Inspection","126","0","0","0","0","Yes"
"37023","2246","Happy's Pizza #5","10/24/2016","Routine Inspection","127","2","1","3","3","Yes"
"37027","1313","St. Christopher Church/Saint Juan Diejo","11/2/2016","Routine Inspection","112","0","0","0","0","Yes"
"37030","5150","Memories","11/2/2016","Routine Inspection","87","0","1","1","1","Yes"
"37031","2471","Ply Produce and Deli","11/3/2016","Routine Inspection","112","0","1","0","1","Yes"
"37032","2710","True Arbeel Kabab","11/3/2016","Routine Inspection","112","0","1","1","1","Yes"
"37034","4403","Dairy King DBA Beirut Grill","11/3/2016","Routine Inspection","112","2","3","0","4","No"
"37036","5139","Historic Eastlake Baptist Church","11/7/2016","Routine Inspection","87","0","0","0","0","Yes"
"37037","777","Curis Big Boy Restaurant","11/7/2016","Complaint","87","0","0","0","0","Yes"
"37038","3950","Fisher Theatre","11/7/2016","Routine Inspection","87","0","0","2","0","Yes"
"37040","1164","Kwong Tung Inn","11/2/2016","Routine Inspection","126","2","3","2","3","No"
"37042","3751","Manhattan Fish and Chicken","11/8/2016","Routine Inspection","87","1","3","6","3","No"
"37043","358","Great Wall","11/7/2016","Routine Inspection","127","1","0","3","1","No"
"37044","4283","New Grandy's ","11/3/2016","Routine Inspection","127","2","2","0","3","No"
"37045","4906","Jose's Tacos, LLC","11/4/2016","Complaint","129","0","0","2","0","No"
"37046","641","Korner Coney Island ","11/3/2016","Routine Inspection","127","1","0","1","1","No"
"37047","1086","Rocky's Grill Coney Island","11/2/2016","Routine Inspection","127","2","3","4","3","No"
"37048","4879","Greektown Casino - GT Cafe","11/3/2016","Routine Inspection","129","0","1","2","1","Yes"
"37049","3830","Greektown Casino - Bistro 555","11/3/2016","Routine Inspection","129","0","0","3","0","No"
"37050","5047","Greektown Casino - Banquet Kitchen","11/8/2016","Routine Inspection","129","0","0","1","0","Yes"
"37051","4912","Punch Bowl Social-Detroit","11/8/2016","Routine Inspection","129","3","3","5","6","No"
"37052","4289","Old Redford Academy Middle School","10/20/2016","Routine Inspection","127","0","0","0","0","Yes"
"37053","2749","Old Redford Academy Elementary School","11/9/2016","Routine Inspection","127","0","0","0","0","Yes"
"37054","352","Lon's Coney Island","10/25/2016","Routine Inspection","127","3","2","1","4","No"
"37055","4972","Punch Bowl 360 Bar","11/8/2016","Routine Inspection","129","2","1","2","3","Yes"
"37056","4973","Punch Bowl VIP","11/8/2016","Routine Inspection","129","1","1","2","2","No"
"37057","979","Clippert Academy","10/27/2016","Routine Inspection","128","0","0","0","0","Yes"
"37058","259","Duly's Coney Island","10/19/2016","Routine Inspection","128","0","1","0","1","Yes"
"37059","1568","Academy of the Americas (Middle)","10/27/2016","Routine Inspection","128","0","0","0","0","Yes"
"37060","546","Hope of Detroit Academy","10/26/2016","Routine Inspection","128","0","0","0","0","Yes"
"37061","5285","Hope of Detroit Academy Mid/High School","10/26/2016","Routine Inspection","128","0","0","0","0","Yes"
"37062","703","Roberto Clemente Elementary","10/24/2016","Routine Inspection","128","0","0","0","0","Yes"
"37063","931","Neinas Elementary","10/24/2016","Routine Inspection","128","0","0","0","0","Yes"
"37064","1338","Columbo's Coney Island","10/19/2016","Routine Inspection","128","0","1","0","1","Yes"
"37065","995","Harms School Elementary","10/19/2016","Routine Inspection","128","0","0","0","0","Yes"
"37066","1525","Holy Redeemer Grade School","10/18/2016","Routine Inspection","128","0","0","0","0","Yes"
"37067","1613","Chicago's Pizza","10/24/2016","Routine Inspection","128","0","0","0","0","Yes"
"37068","4673","Covenant Central-Covenent House Michigan","11/9/2016","Routine Inspection","87","1","0","0","0","No"
"37069","1675","Popeye's #932","11/1/2016","Complaint","124","0","0","0","0","Yes"
"37070","4209","Enjoy In & Out Southern Cooking","11/9/2016","Complaint","127","0","0","0","0","Yes"
"37071","4209","Enjoy In & Out Southern Cooking","11/9/2016","Routine Inspection","127","4","1","2","5","Yes"
"37072","1003","T & J Coney Island","11/10/2016","Complaint","127","0","0","1","0","Yes"
"37073","676","J's Cafe LLC","10/21/2016","Routine Inspection","127","4","2","2","4","No"
"37074","2411","Epicurus Place","11/9/2016","Routine Inspection","87","0","0","3","0","Yes"
"37075","5237","Metro Fish & Seafood LLC","11/2/2016","Routine Inspection","127","1","0","1","1","Yes"
"37077","5154","Grey Ghost Detroit","9/6/2016","Routine Inspection","128","1","2","1","3","Yes"
"37078","5202","Rock City Eatery","10/14/2016","Routine Inspection","128","0","1","1","1","Yes"
"37079","2079","8 Mile Grill","11/8/2016","Routine Inspection","130","0","2","2","2","Yes"
"37080","1379","Oscar's Coney Island #6","11/8/2016","Routine Inspection","130","0","0","0","0","Yes"
"37081","2405","Mark's A. Eagles #4 Coney Island","11/8/2016","Routine Inspection","130","1","1","3","2","Yes"
"37082","766","Akbar's Coffee Shop","11/9/2016","Routine Inspection","130","0","2","3","0","No"
"37083","852","John R King Academic & Performing Arts ","11/9/2016","Routine Inspection","130","0","0","0","0","Yes"
"37084","5226","Calexico","11/10/2016","Complaint","129","1","1","0","2","Yes"
"37085","4131","Woodward Coney Restaurant, Inc.","11/10/2016","Routine Inspection","129","1","0","3","1","Yes"
"37086","4853","Downtown Louie's","11/10/2016","Routine Inspection","87","0","2","3","1","No"
"37087","2656","Valley Foods","11/10/2016","Routine Inspection","87","0","0","2","0","Yes"
"37088","5133","Coaches Corner Bar & Grill","11/2/2016","Routine Inspection","124","3","7","2","10","Yes"
"37089","4271","Sweetwater Express","11/2/2016","Routine Inspection","127","0","1","1","1","No"
"37090","611","Scarab Club of Detroit","11/10/2016","Routine Inspection","87","0","0","1","0","Yes"
"37091","2366","Old Redford Academy Prep. High School","10/20/2016","Routine Inspection","127","1","1","0","2","Yes"
"37092","2238","Subway #15573","10/24/2016","Routine Inspection","127","0","1","0","1","Yes"
"37093","4249","Crazy Joe's Pizza","11/8/2016","Routine Inspection","127","1","1","2","2","No"
"37094","5229","Big Star Fish & Seafood Inc.","11/8/2016","Routine Inspection","127","0","0","0","3","Yes"
"37095","3510","Checkers #6239","11/9/2016","Routine Inspection","126","0","1","3","1","No"
"37097","212","Nick's Detroit","11/9/2016","Routine Inspection","112","0","0","0","0","Yes"
"37098","3673","Tijuana's Authenic Mexican Kitchen","11/8/2016","Routine Inspection","112","0","0","0","0","Yes"
"37099","4655","Leland House","11/1/2016","Enforcement referral","124","1","2","6","2","No"
"37100","3958","The District Bar and Grill","11/14/2016","Routine Inspection","124","1","1","1","2","Yes"
"37101","3598","Cass Technical High School","11/9/2016","Routine Inspection","124","1","1","2","2","No"
"37102","1349","Mudgie's","11/14/2016","Routine Inspection","87","0","0","2","0","No"
"37104","5139","Historic Eastlake Baptist Church","11/15/2016","Routine Inspection","87","0","0","0","0","Yes"
"37105","4260","Ford Field- Employee Lounge","10/23/2016","Routine Inspection","127","0","0","0","0","Yes"
"37106","4884","Ford Field- Detroit Lions Tunnel Club","10/23/2016","Routine Inspection","127","0","0","0","0","Yes"
"37107","4680","Motor City Casino - Pit Stop Bar","11/10/2016","Plan Review/Pre-Open","83","2","0","0","1","No"
"37108","5392","800 Parc","11/10/2016","Plan Review/Pre-Open","122","0","0","3","1","Yes"
"37111","4667","Bert's on Broadway DBA Rockefellers","11/14/2016","Routine Inspection","129","0","2","3","2","No"
"37112","4146","Mr. Kabob Xpress ","11/14/2016","Routine Inspection","129","2","0","2","2","Yes"
"37113","5224","Pho Lucky","11/9/2016","Routine Inspection","124","5","3","5","7","No"
"37114","5276","2941 Street Foods of Midtown","11/15/2016","Plan Review/Pre-Open","122","0","0","0","0","Yes"
"37115","4255","Ford Field- Levy Rest. (Main Kitchen)","10/23/2016","Routine Inspection","130","0","1","1","1","Yes"
"37116","3269","Orchid Thai","11/14/2016","Routine Inspection","129","2","1","4","3","No"
"37117","213","Woodward Academy","11/15/2016","Routine Inspection","129","0","0","1","0","Yes"
"37118","963","Sicily's Pizza","9/19/2016","Complaint","128","0","0","0","0","Yes"
"37119","897","Nolan Junior High School","11/16/2016","Routine Inspection","126","0","0","0","0","Yes"
"37120","4402","Bridge Academy West","11/16/2016","Routine Inspection","126","0","0","0","0","Yes"
"37122","4128","Legacy Charter Academy","11/15/2016","Routine Inspection","126","0","0","1","0","No"
"37123","1502","Fish King Restaurant","11/15/2016","Routine Inspection","126","0","1","1","0","No"
"37124","913","Davison Elementary","11/16/2016","Routine Inspection","126","0","0","1","0","Yes"
"37125","914","Davison Elementary Annex","11/16/2016","Routine Inspection","126","0","0","0","0","Yes"
"37126","1902","Nikki's Place & Lounge","11/15/2016","Routine Inspection","126","0","0","1","0","Yes"
"37127","1586","Hockey Town Cafe","11/16/2016","Routine Inspection","124","5","5","4","10","No"
"37128","3431","Checkers Hamburgers #6238","11/8/2016","Routine Inspection","112","1","0","1","1","Yes"
"37129","3535","Front Page Deli","11/8/2016","Routine Inspection","112","1","0","0","1","Yes"
"37130","2605","Prince Pizza II","11/10/2016","Routine Inspection","112","0","0","0","0","Yes"
"37131","362","Sonny's Hamburgers","11/10/2016","Routine Inspection","112","0","1","1","1","No"
"37132","1643","A. L. Holmes Elementary","11/17/2016","Routine Inspection","126","0","0","1","0","Yes"
"37133","1963","Plymouth Educational Center","11/15/2016","Routine Inspection","87","0","0","0","0","Yes"
"37137","2813","Bogartz Food and Spirits","11/15/2016","Routine Inspection","87","1","2","4","3","Yes"
"37139","4831","Cesar Chavez Academy - East","11/16/2016","Routine Inspection","87","0","0","0","0","Yes"
"37140","1006","John Nichols Elementary","11/16/2016","Routine Inspection","87","0","0","2","0","Yes"
"37141","682","Mr. Mapps Lounge","11/16/2016","Routine Inspection","87","0","0","4","0","Yes"
"37143","3620","Captain Jay's Fish & Chicken","11/17/2016","Routine Inspection","126","0","0","1","0","Yes"
"37144","1919","L & L Adult Day Care","11/11/2016","Routine Inspection","126","0","0","0","0","Yes"
"37145","3574","Farwell Community Center ","11/10/2016","Routine Inspection","126","0","0","0","0","Yes"
