"inspectionid","inspectiondate","inspection_type","establishmentid","name","violation","violation_description","violation_type","item1","item2","item3","problem1","problem2","problem3","inspectarea","location1","location2","corrected","days_to_correct","date_corrected","correction_description","critical"
"59423","5/18/2022","Routine Inspection","352","Lon's Coney Island","3-501.16","Except during preparation, cooking, or cooling, or when time is used as the public health control POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be maintained:
(A)  135ºF or above, except that roasts properly cooked and cooled may be held              at a temperature of 130ºF; or (P)
(B)   At 41ºF or less (P)
","Priority","Cold food item(s)",,,"Stored above 41 degrees F",,,"COOLER",,,"True","10","5/18/2022",,"True"
"59423","5/18/2022","Routine Inspection","352","Lon's Coney Island","3-302.11","(A) FOOD shall be protected from cross contamination by:  
(1) Except as specified in (1)(c) below, separating raw animal FOODS during         storage, preparation, holding, and display from:
(a) Raw READY-TO-EAT FOOD including other raw animal FOOD such as FISH for sushi or MOLLUSCAN SHELLFISH, or other raw READY-TO-EAT FOOD such as fruits and vegetables,(P) and
(b) Cooked READY-TO-EAT FOOD; (P)
(c) Frozen, commercially processed and packaged raw animal FOOD may be          stored or displayed with or above frozen, commercially processed and           packaged, ready-to-eat food.
(2) Except when combined as ingredients, separating types of raw animal FOODS    from each other such as beef, FISH, lamb, pork, and POULTRY during storage,        preparation, holding, and display by:
(a) Using separate EQUIPMENT for each type, (P) or
(b) Arranging each type of FOOD in EQUIPMENT so that cross contamination of one type with another is prevented, (P) and
(c) Preparing each type of FOOD at different times or in separate areas; (P)
","Priority","Raw animal food(s)",,,"Stored over/next to","Raw ready-to-eat food(s)","Vegetable(s)","COOLER",,,"True","10","5/18/2022","Store raw animal foods below and away from foods needing little or no further prep.","True"
"59422","5/18/2022","Routine Inspection","5423","Honey's","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core","Physical facilities/structures","floors",,"Soiled",,,"PHYSICAL FACILITIES",,,"False","30",,,"False"
"59422","5/18/2022","Routine Inspection","5423","Honey's","3-302.11","(A) FOOD shall be protected from cross contamination by:  
(1) Except as specified in (1)(c) below, separating raw animal FOODS during         storage, preparation, holding, and display from:
(a) Raw READY-TO-EAT FOOD including other raw animal FOOD such as FISH for sushi or MOLLUSCAN SHELLFISH, or other raw READY-TO-EAT FOOD such as fruits and vegetables,(P) and
(b) Cooked READY-TO-EAT FOOD; (P)
(c) Frozen, commercially processed and packaged raw animal FOOD may be          stored or displayed with or above frozen, commercially processed and           packaged, ready-to-eat food.
(2) Except when combined as ingredients, separating types of raw animal FOODS    from each other such as beef, FISH, lamb, pork, and POULTRY during storage,        preparation, holding, and display by:
(a) Using separate EQUIPMENT for each type, (P) or
(b) Arranging each type of FOOD in EQUIPMENT so that cross contamination of one type with another is prevented, (P) and
(c) Preparing each type of FOOD at different times or in separate areas; (P)
","Priority","Raw animal product(s)",,,"Not separated from each other",,,"COOLER",,,"True","10","5/18/2022",,"True"
"59420","5/19/2022","Routine Inspection","5420","La Kabob Grill ","6-501.111","The presence of insects, rodents, and other pests shall be controlled to minimize their presence on the PREMISES.  by:
(A) Routinely inspecting incoming shipments of FOOD and supplies; 
(B) Routinely inspecting the PREMISES for evidence of pests;
(C) Using methods, if pests are found, such as trapping devices or other means of pest control as specified.(Pf) 
(D) Eliminating harborage conditions. 
","Core","Harborage conditions","gaps/openings to the outside",,"Not eliminated",,,"BACK DOOR AREA",,,"False","10",,,"False"
"59420","5/19/2022","Routine Inspection","5420","La Kabob Grill ","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Priority","Food-contact surface(s) used for nonpotentially hazardous food(s)",,,"Not cleaned when contaminated",,,"SLICER",,,"True","10","5/19/2022",,"True"
"59420","5/19/2022","Routine Inspection","5420","La Kabob Grill ","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Exposed to dust, splash, or other contaminates","Not covered",,"WALK-IN COOLER",,,"False","30",,,"False"
"59420","5/19/2022","Routine Inspection","5420","La Kabob Grill ","5-202.13","An air gap between the water supply inlet and the flood level rim of the PLUMBING FIXTURE, EQUIPMENT, or nonFOOD EQUIPMENT shall be at least twice the diameter of the water supply inlet and may not be less than 1 inch. (P)
","Priority","Air gap","between drain line and flood rim of receiving drain",,"Not provided",,,"3 COMPARTMENT SINK AREA",,,"True","10","5/19/2022",,"True"
"59420","5/19/2022","Routine Inspection","5420","La Kabob Grill ","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation","Handwashing sink(s)",,,"Not easily accessible","Items stored","In","HANDSINK(S)",,,"True","10","5/19/2022",,"True"
"59419","5/26/2022","Routine Inspection","1610","Sun China Restaurant","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Exposed to dust, splash, or other contaminates","Not covered",,"WALK-IN COOLER",,,"False","30",,"Store in a protective manner.","False"
"59419","5/26/2022","Routine Inspection","1610","Sun China Restaurant","4-204.112","(A)  In a mechanically refrigerated or hot FOOD storage unit, the sensor of a TEMPERATURE MEASURING DEVICE shall be located to measure the air temperature in the warmest part of a mechanically refrigerated unit and in the coolest part of a hot FOOD storage unit.
(B)  Cold or hot holding EQUIPMENT used for POTENTIALLY HAZARDOUS FOOD shall be designed to include and shall be equipped with at least one integral or permanently affixed TEMPERATURE MEASURING DEVICE that is located to allow easy viewing of the device's temperature display (EXCEPT, heat lamps, cold plates, steam tables, or other equipment where it is not practical).
(C)  TEMPERATURE MEASURING DEVICES shall be designed to be easily readable.
(D)  FOOD TEMPERATURE MEASURING DEVICES and water TEMPERATURE MEASURING DEVICES on WAREWASHING machines shall have a numerical scale, printed record, or digital readout in increments no greater than 1C or 2F in the intended range of use. (Pf)

","Core","Thermometer(s)","refrigeration",,"Not provided",,,"COOLER",,,"False","10",,,"False"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation","Sanitizer test kit","quaternary ammonia",,"Not provided",,,"FACILITY",,,"True","10","6/12/2022","Provide.","True"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","6-301.11","Each HANDWASHING SINK or group of 2 adjacent HANDWASHING SINKS shall be provided with a supply of hand cleaning liquid, powder, or bar soap. (Pf)
","Foundation","Soap","at handsink",,"Not provided",,,"BAR (LOBBY)",,,"True","10","5/23/2022","Provide.","True"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","7-102.11","Working containers used for storing POISONOUS OR TOXIC MATERIALS such as cleaners and SANITIZERS taken from bulk supplies shall be clearly and individually identified with the common name of the material. (Pf)
","Foundation","Working containers-toxics",,,"Not labeled as to content",,,"BAR",,,"True","10","5/23/2022","Label containers with common name.","True"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with","Single-service/use items",,"FACILITY",,,"True","10","5/23/2022",,"True"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","7-201.11","POISONOUS OR TOXIC MATERIAL shall be stored so they can not contaminate FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES by:   
(A) Separating the POISONOUS OR TOXIC MATERIAL by spacing or partitioning; (P) and   
(B) Locating the POISONOUS OR TOXIC MATERIAL in an area that is not above FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE AND SINGLE-USE ARTICLES.  This paragraph does not apply to EQUIPMENT and UTENSIL cleaners and sanitizers that are stored in WAREWASHING areas for availability and convenience if the materials are stored to prevent contamination of FOOD, EQUIPMENT, UTENSILS, LINENS, AND SINGLE-SERVICE and SINGLE-USE ARTICLES. (P)","Priority","Poisonous/toxic material(s)",,,"Stored over/with","Food",,"FACILITY",,,"True","10","5/23/2022","Store toxics below and away from all other items.","True"
"59416","5/23/2022","Routine Inspection","2637","The Fillmore Detroit (State Bar/Theatre)","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Core","Food-contact surface(s) used for nonpotentially hazardous food(s)",,,"Not cleaned",,,"ICE MACHINE",,,"True","10","5/26/2022","Clean as required above.","False"
"59414","4/21/2022","Routine Inspection","51622760","Lost River","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core","Dispensing utensil(s)",,,"Improperly stored","With handle in product",,"BASEMENT","Inside the","Bulk food containers","False","30",,"Store with handle extended out of product.","False"
"59414","4/21/2022","Routine Inspection","51622760","Lost River","3-305.11","FOOD shall be protected from contamination by storing the FOOD:
(1)     In a clean, dry location;
(2)     Where it is not exposed to splash, dust, or other contamination; and
(3)     At least 15 cm (6 inches) above the floor, unless otherwise approved.
","Core","Food item(s) in storage",,,"Exposed to dust, splash, or other contaminates","Not covered",,"BAR ( FIRST FLOOR)","At the","Ice bin","False","30",,,"False"
"59413","5/23/2022","Routine Inspection","51622514","Burroughs","4-602.12","(A) The FOOD-CONTACT SURFACES of cooking and baking EQUIPMENT shall be cleaned at least every 24 hours. This section does not apply to hot oil cooking and filtering EQUIPMENT if it is cleaned as specified in Subparagraph 4-602.11(D)(6).   
(B) The cavities and door seals of microwave ovens shall be cleaned at least every 24 hours by using the manufacturer's recommended cleaning procedure.","Core","Microwave oven door seals and cavities",,,"Not cleaned",,,"FOOD SERVICE AREA","Inside the","milk crates","False","30",,,"False"
"59413","5/23/2022","Routine Inspection","51622514","Burroughs","4-302.14","A test kit or other device that accurately measures the concentration in mg/L of SANITIZING solutions shall be provided. (Pf)
","Foundation","Sanitizer test kit",,,"Not provided",,,"FOOD SERVICE AREA","Lower section of","Test strips","False","10",,,"True"
"59412","5/11/2022","Routine Inspection","51622927","Baobab Fare LLC","5-205.15","A PLUMBING SYSTEM shall be:
(A) Repaired according to LAW; (P) and
(B) Maintained in good repair.
","Core","Plumbing system",,,"Not maintained",,,"BASEMENT","Under the","Hot water tank","False","10",,"Maintain in good repair","False"
"59412","5/11/2022","Routine Inspection","51622927","Baobab Fare LLC","4-903.11","Cleaned EQUIPMENT and UTENSILS, laundered LINENS, and SINGLE-SERVICE and SINGLE-USE ARTICLES shall be stored in an approved manner and location.
","Core","Single-service/single-use article(s)",,,"Stored with food-contact portion exposed",,,"RESTAURANT","At the","Single service items","False","30",,"Store inverted.","False"
"59411","11/12/2020","Routine Inspection","2411","Epicurus Place","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation",,,,,,,"",,,"True","10","11/12/2020",,"True"
"59411","11/12/2020","Routine Inspection","2411","Epicurus Place","6-301.11","Each HANDWASHING SINK or group of 2 adjacent HANDWASHING SINKS shall be provided with a supply of hand cleaning liquid, powder, or bar soap. (Pf)
","Foundation",,,,,,,"",,,"True","10","11/12/2020",,"True"
"59411","11/12/2020","Routine Inspection","2411","Epicurus Place","2-301.14","FOOD EMPLOYEES shall clean their hands and exposed portions of their arms as specified under § 2-301.12 immediately before engaging in FOOD preparation including working with exposed FOOD, clean EQUIPMENT and UTENSILS, and unwrapped SINGLE-SERVICE and SINGLE-USE ARTICLES (P) and:
(A)     After touching bare human body parts other than clean hands and clean, exposed portions of arms; (P)
(B)     After using the toilet room; (P)
(C)     After caring for or handling SERVICE ANIMALS or aquatic animals as specified in ¶ 2-403.11(B); (P).
(D)     Except as specified in ¶ 2-401.11(B), after coughing, sneezing, using a handkerchief or disposable tissue, using tobacco, eating, or drinking; (P)
(E)     After handling soiled EQUIPMENT or UTENSILS; (P)
(F)     During FOOD preparation, as often as necessary to remove soil and contamination and to prevent cross contamination when changing tasks; (P)
(G)     When switching between working with raw FOOD and working with READY-TO-EAT FOOD; (P)
(H)     Before donning gloves for working with FOOD; (P) and
(I)      After engaging in other activities that contaminate the hands. (P)","Priority",,,,,,,"",,,"True","10","11/12/2020",,"True"
"59409","4/20/2022","Routine Inspection","900","Spain Middle/Elementary School","4-501.11","EQUIPMENT shall be maintained in a state of repair and condition that meets the requirements of the code.
","Core",,,,,,,"",,,"False","30",,,"False"
"59409","4/20/2022","Routine Inspection","900","Spain Middle/Elementary School","MFL289.2129","Sec. 2129. (1) All food establishments shall employ a minimum of 1 managerial employee as a food safety manager, who must be an individual who is currently certified under a personnel certification program accredited by the American National Standards Institute, utilizing the Conference for Food Protection standards:
(2) Beginning January 14, 2017 and every 5 years thereafter, a certified  food safety manager who supervises the operations of a food service establishment shall have completed a food safety training program
containing an allergen awareness  component that has been approved by  the department. A food service establishment shall retain records on the  site of the food service establishment documenting compliance of its  certified food safety managers with this subsection. ","Core",,,,,,,"",,,"True","30","6/11/2022",,"False"
"59408","5/3/2022","Routine Inspection","51623545","American Axle & MFG Vistor Center Coffee","4-203.11","(A)     FOOD TEMPERATURE MEASURING DEVICES that are scaled only in Celsius or dually scaled in Celsius and Fahrenheit shall be accurate to ±1C in the intended range of use. (Pf)
(B)     FOOD TEMPERATURE MEASURING DEVICES that are scaled only in Fahrenheit shall be accurate to ±2F in the intended range of use. (Pf)

","Foundation",,,,,,,"",,,"False","10",,,"True"
"59408","5/3/2022","Routine Inspection","51623545","American Axle & MFG Vistor Center Coffee","MFL289.2129","Sec. 2129. (1) All food establishments shall employ a minimum of 1 managerial employee as a food safety manager, who must be an individual who is currently certified under a personnel certification program accredited by the American National Standards Institute, utilizing the Conference for Food Protection standards:
(2) Beginning January 14, 2017 and every 5 years thereafter, a certified  food safety manager who supervises the operations of a food service establishment shall have completed a food safety training program
containing an allergen awareness  component that has been approved by  the department. A food service establishment shall retain records on the  site of the food service establishment documenting compliance of its  certified food safety managers with this subsection. ","Core","",,,,,,"",,,"False","30",,,"False"
"59407","5/3/2022","Routine Inspection","51623076","American Axle & Manufacturing- ATDC Cafe","4-203.11","(A)     FOOD TEMPERATURE MEASURING DEVICES that are scaled only in Celsius or dually scaled in Celsius and Fahrenheit shall be accurate to ±1C in the intended range of use. (Pf)
(B)     FOOD TEMPERATURE MEASURING DEVICES that are scaled only in Fahrenheit shall be accurate to ±2F in the intended range of use. (Pf)

","Foundation",,,,,,,"",,,"False","10",,,"True"
"59407","5/3/2022","Routine Inspection","51623076","American Axle & Manufacturing- ATDC Cafe","3-101.11","FOOD shall be safe, unADULTERATED and honestly presented. (P)
","Priority",,,,,,,"",,,"True","10","5/3/2022",,"True"
"59407","5/3/2022","Routine Inspection","51623076","American Axle & Manufacturing- ATDC Cafe","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"",,,"False","30",,,"False"
"59407","5/3/2022","Routine Inspection","51623076","American Axle & Manufacturing- ATDC Cafe","3-501.17","(A)  READY-TO-EAT, POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  prepared and held refrigerated for more than 24 hours in a FOOD ESTABLISHMENT  shall be clearly marked at the time of preparation to indicate the date or day by which the FOOD shall be consumed. (Pf)
(B)  A container of refrigerated, commercially prepared READY-TO-EAT POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD)  shall be clearly marked, at the time the original container is opened in a FOOD ESTABLISHMENT, to indicate the date or day by which the FOOD shall be consumed. (Pf)

A date marking system that does not exceed 7 days, including date of preparation, or opening is to be used. (Pf)
","Foundation",,,,,,,"",,,"True","10","5/3/2022",,"True"
"59406","5/3/2022","Routine Inspection","1963","Plymouth Educational Center","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"",,,"False","30",,,"False"
"59406","5/3/2022","Routine Inspection","1963","Plymouth Educational Center","6-501.18","PLUMBING FIXTURES such as HANDWASHING SINKS, toilets, and urinals shall be cleaned as often as necessary to keep them clean. 
","Core",,,,,,,"",,,"True","30","5/3/2022",,"False"
"59406","5/3/2022","Routine Inspection","1963","Plymouth Educational Center","6-501.14","(A) Intake and exhaust air ducts shall be cleaned and filters changed so they are not a source of contamination by dust, dirt, and other materials. 
(B) If vented to the outside, ventilation systems may not create a public health HAZARD or nuisance or unLAWful discharge.
","Core",,,,,,,"",,,"False","30",,,"False"
"59406","5/3/2022","Routine Inspection","1963","Plymouth Educational Center","4-602.12","(A) The FOOD-CONTACT SURFACES of cooking and baking EQUIPMENT shall be cleaned at least every 24 hours. This section does not apply to hot oil cooking and filtering EQUIPMENT if it is cleaned as specified in Subparagraph 4-602.11(D)(6).   
(B) The cavities and door seals of microwave ovens shall be cleaned at least every 24 hours by using the manufacturer's recommended cleaning procedure.","Core",,,,,,,"",,,"False","30",,,"False"
"59403","4/22/2022","Routine Inspection","1715","3rd Street Bar","3-101.11","FOOD shall be safe, unADULTERATED and honestly presented. (P)
","Priority",,,,,,,"",,,"True","10","4/22/2022",,"True"
"59403","4/22/2022","Routine Inspection","1715","3rd Street Bar","4-602.11","(A) Equipment FOOD-CONTACT SURFACES and UTENSILS shall be cleaned:     
  (1) Except as specified in ¶ (B) of this section, before each use with a different   type of raw animal FOOD such as beef, FISH, lamb, pork, or POULTRY; (P)   
  (2) Each time there is a change from working with raw FOODS to working with   READY-TO-EAT FOODS; (P)   
  (3) Between uses with raw fruits and vegetables and with POTENTIALLY   HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD);   (P)   
  (4) Before using or storing a FOOD TEMPERATURE MEASURING   DEVICE; (P) and   
  (5) At any time during the operation when contamination may have occurred. (P)
(B) Subparagraph (A)(1) of this section does not apply if the FOOD-CONTACT SURFACE or UTENSIL is in contact with a succession of different raw animal FOODS each requiring a higher cooking temperature as specified under § 3-401.11 than the previous FOOD, such as preparing raw FISH followed by cutting raw poultry on the same cutting board.   
(C) Except as specified in ¶ (D) of this section, if used with POTENTIALLY HAZARDOUS FOOD (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD), EQUIPMENT FOOD-CONTACT SURFACES and UTENSILS shall be cleaned throughout the day at least every 4 hours. (P)   
(D) Except when dry cleaning methods are used as specified under § 4-603.11, surfaces of UTENSILS and EQUIPMENT contacting FOOD that is not POTENTIALLY HAZARDOUS (TIME/TEMPERATURE CONTROL FOR SAFETY FOOD) shall be cleaned:     
  (1)   At any time when contamination may have occurred;
  (2)   At least every 24 hours for iced tea dispensers and CONSUMER self-service UTENSILS such as tongs, scoops, or ladles;
  (3) Before restocking CONSUMER self-service EQUIPMENT and UTENSILS such as condiment dispensers and display containers; and
  (4) In EQUIPMENT such as ice bins and BEVERAGE dispensing nozzles and   enclosed components of EQUIPMENT such as ice makers, cooking oil storage   tanks and distribution lines, BEVERAGE and syrup dispensing lines or tubes,   coffee bean grinders, and water vending EQUIPMENT:
     (a) At a frequency specified by the manufacturer, or
     (b) Absent manufacturer specifications, at a frequency necessary to preclude      accumulation of soil or mold.","Priority",,,,,,,"",,,"False","10",,,"True"
"59403","4/22/2022","Routine Inspection","1715","3rd Street Bar","5-205.11","(A) A HANDWASHING SINK shall be maintained so that it is accessible at all times for EMPLOYEE use and used for no other purpose. (Pf)
(B)  An automatic handwashing facility shall be used in accordance with manufacturer's instructions. (Pf)
","Foundation",,,,,,,"",,,"False","10",,,"True"
"59403","4/22/2022","Routine Inspection","1715","3rd Street Bar","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"",,,"False","30",,,"False"
"59402","4/22/2022","Routine Inspection","51623486","-320 Coffee & Creamery","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core",,,,,,,"",,,"True","30","4/22/2022",,"False"
"59401","4/26/2022","Routine Inspection","1041","Golightly Middle School","4-501.11","EQUIPMENT shall be maintained in a state of repair and condition that meets the requirements of the code.
","Core",,,,,,,"",,,"False","30",,,"False"
"59400","4/26/2022","Routine Inspection","51623672","Midtown Burgers and Wings","6-501.12","(A) PHYSICAL FACILITIES shall be cleaned as often as necessary to keep them clean.
(B) Except spill cleanup, cleaning shall be done during periods when the least amount of FOOD is exposed such as after closing. ","Core",,,,,,,"",,,"False","30",,,"False"
"59400","4/26/2022","Routine Inspection","51623672","Midtown Burgers and Wings","3-304.12","During pauses in FOOD preparation or dispensing, UTENSILS shall be stored:
(A) In the FOOD with their handles above the top of the FOOD and the container;
(B) In FOOD that is not POTENTIALLY HAZARDOUS with their handles above the      top of the FOOD within containers or EQUIPMENT that can be closed, such as      bins of sugar, flour, or cinnamon;
(C) On a clean portion of the FOOD preparation table or cooking EQUIPMENT
(D)  In running water, such as dipper well.
(E)  In a clean, protected location if the UTENSILS, such as ice scoops, are   used only with a FOOD that is not POTENTIALLY HAZARDOUS; or
(F)  In a container of water maintained at a temperature of at least 135° F.
","Core",,,,,,,"",,,"False","30",,,"False"
