"establishment_id","name","address","zip_code","owner","license_number","license_type","most_recent_license_date","establishment_type","status","restaurant_complexity_level","review_frequency_in_days","address_id","lat","lon"
"1519","Brenda's Rib Cage","9992 Gratiot Ave.","48213","Brenda Hicks","052460","Fixed Establishment","5/5/2009","Food Service Establishment","Open",,"150","546574","42.3940650451246","-83.0042335627767"
"1520","La Gran Tenochtitlan","4314 Vernor St.W.","48209","Alvaro Soto-Morales","073378","Fixed Establishment",,"Food Service Establishment","Open",,"150","349257","42.3206980421933","-83.0954172917499"
"1521","Mt. Vernon Missionary Baptist Church","15125 Burt Rd.","48223","Jerome L. Warfield, Pastor","035745","Fixed Establishment","5/5/2022","Food Service Establishment","Open","Medium","150","111440","42.399783270483","-83.2474440686673"
"1522","Fiberglass Estate Corp. ","16515 Plymouth Rd.","48227","Fiberglass Estate Corp.","035746","Fixed Establishment",,"Food Service Establishment","Open","Medium","335","216388","42.3721204414151","-83.2088278809306"
"1523","L.A.S.E.D Inc.","7150 Vernor St.W.","48209","L.A.S.E.D. Inc.","081274","Fixed Establishment","4/12/2022","Food Service Establishment","Open",,"150","37156","42.3144575053602","-83.1205551673098"
"1524","North American Indian Association","22720 Plymouth Rd.","48239","North American Indian Associat","073176","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"335","172068","42.3718116707616","-83.2648788758765"
"1525","Holy Redeemer Grade School","1711 Junction Ave.","48209","Archdiocese of Detroit","035749","Fixed Establishment","4/29/2022","Non-Public School","Open","Medium","180","348487","42.3162205959175","-83.1015617360199"
"1526","Cyprus Taverna","579 Monroe St.","48226","Vassos Augoustis","035750","Fixed Establishment","7/20/2009","Food Service Establishment","Permanently Closed",,"150","54414","42.3356726665853","-83.0413524412514"
"1527","Ferguson Building","2750 Selden","48208","Detroit Board of Education","217597","Fixed Establishment","6/8/2021","Public School","Open",,"180","348846","42.3403726874681","-83.0897025799507"
"1528","Little Caesar's Pizza #167","17200 Livernois Ave.","48221","Little Caesar Enterprises, Inc","035754","Fixed Establishment","4/12/2022","Food Service Establishment","Open",,"335","321659","42.4186115693605","-83.1405642539728"
"1529","Latino Family Services","3815 Fort St. W.","48216","Alicia Villarreal","035755","Fixed Establishment",,"Food Service Establishment","Open",,"335","349128","42.3145101445837","-83.0838696913787"
"1530","Sodexho Management","7733 Jefferson E.","48214","Sodexho Management","035757","Other",,"LHD - Vending","Open",,"180","328291","42.350822209812","-82.9983167898198"
"1531","TJ's Grill Works Inc","150 Jefferson Ave. W.","48226","ZOIS DEMETRIOS","035759","Fixed Establishment","4/30/2015","Food Service Establishment","Permanently Closed","High","90","289926","42.3284153239686","-83.0465434282787"
"1532","Clemente Center","2631 Bagley","48207","FOOD & FRIENDSHIP PROGRAM/DETR","035760","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"180","241359","42.3249836556303","-83.078693204956"
"1533","Lucky Garden","21639 Eight Mile Rd. W.","48219","Kwok-Ki Yu","035763","Fixed Establishment","4/26/2016","Food Service Establishment","Permanently Closed",,"150","101329","42.4428756300311","-83.2570944079462"
"1534","N-Joy Concessions","3011 Grand Blvd. W.","48202","Helen Photsios","035764","Fixed Establishment","5/4/2009","Food Service Establishment","Open",,"515","348929","42.3711784678986","-83.0699243400955"
"1535","Detroit Donuts","3031 Grand Blvd. W.","48202","Tahira Mumtaz Grewal","050406","Fixed Establishment","5/5/2022","Food Service Establishment","Open","Medium","335","336528","42.3700706331916","-83.0762037061675"
"1536","Big Fella's Bar-B-Que","2830 Gratiot","48207","Gregory Cade","035766","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","539360","42.3545782582223","-83.0302726393432"
"1537","Cuisine","670 Lothrop","48202","Paul Grosz","202815","Fixed Establishment","4/1/2022","Food Service Establishment","Open","High","150","348121","42.3702163599999","-83.07857513"
"1538","Subway","220 Congress","48226","AB Sub Shops, LLC","202836","Fixed Establishment","6/2/2017","Food Service Establishment","Temporarily Closed","Medium","335","27598","42.3292597305293","-83.0486922346884"
"1539","Taco Bell #4200","12200 Gratiot","48205","Sundance Inc/Pete Lyders","035770","Fixed Establishment","4/27/2012","Food Service Establishment","Permanently Closed",,"335","511949","42.4149120647511","-82.9904660743437"
"1540","Variety Foodservices Inc.","2101 Conner Ave.","48215","Variety Foodservice","035771","Fixed Establishment","5/5/2008","Food Service Establishment","Open",,"150","254567","42.3757307108958","-82.9692591392899"
"1541","St. Stephen A.M.E. Church","6000 John E. Hunter Drive","48210","Detroit Area Agency on Aging","035772","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"500",,,
"1542","Subway #6309","19127 Telegraph Rd.","48219","Jaiminkumar Pandya","077662","Fixed Establishment","4/25/2022","Food Service Establishment","Open",,"335","352728","42.4296607899999","-83.27848052"
"1543","Foreign Language Immersion","6501 Outer Dr. W. ","48235","Detroit Board of Education","061886","Fixed Establishment","6/1/2020","Public School","Open",,"180","349669","42.4192926616361","-83.1911301353914"
"1545","Salvation Army","601 Bagley","48226","The Salvation Army","035779","Fixed Establishment","12/4/2006","Public School","Permanently Closed",,"150","5113","42.3324153239273","-83.0565731919586"
"1546","Sun Sun Garden","15321 Joy Rd.","48228","Johnny Yuan Chat Liu","069268","Fixed Establishment","5/8/2014","Food Service Establishment","Permanently Closed","High","150","537976","42.3579425013751","-83.1953503591515"
"1547","Gesu Elementary","17139 Oak Dr.","48221","Archdiocese of Detroit","035783","Fixed Establishment","4/29/2022","Non-Public School","Open","Medium","180","352232","42.4178115446145","-83.1385197190297"
"1548","Anani ","7636 Gratiot Ave.","48213","Mr. Omar Anani","249310","Fixed Establishment","4/22/2022","Food Service Establishment","Open",,"335","80009","42.376269005004","-83.015884638845"
"1549","Papa Romano's #40","19121 Telegraph Rd.","48219","Jayesn M. Jayswal","050690","Fixed Establishment","4/21/2006","Food Service Establishment","Permanently Closed",,"335","352722","42.4299087499999","-83.27815246"
"1550","Michigan Technical Academy/Meyers","19780 Meyers Ave.","48235","Michigan Technical Academy","053698","Fixed Establishment","4/23/2010","Non-Public School","Permanently Closed",,"150","27985","42.4376517039991","-83.170398254628"
"1551","St. Scholastica Grade School","17351 Southfield Rd.","48235","Archdiocese of Detroit","035788","Fixed Establishment","4/26/2012","Non-Public School","Permanently Closed",,"180","352300","42.4180755263353","-83.2196430330196"
"1552","Our Lady Of Guadalupe","4330 Central Ave.","48206","ARCDIOCESE Of Detroit","035789","Fixed Establishment","4/13/2006","Non-Public School","Open",,"365","215217","42.3276188996186","-83.1344521384428"
"1554","Academy of Fine and Peforming Arts","17201 Annott","48205","Detroit Board of Education","035791","Fixed Establishment","12/4/2006","Public School","Temporarily Closed",,"150","538332","42.4223726148406","-83.0022127315419"
"1555","SHOW GIRLS","15569 8 MILE W.","48235","ANTHONY S ZAHLER","035793","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"180",,,
"1556","Uptown Bar B Que","15700 Livernois Ave.","48238","Nathaniel Fanning","035794","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","28707","42.4066600392085","-83.1400303290187"
"1557","Dairy Queen","3741 Seven Mile Rd. E.","48238","John F. Guy Enterprises, Inc.","034087","Fixed Establishment","7/28/2010","Food Service Establishment","Seasonal",,"335","290477","42.4332328594649","-83.0662692399571"
"1558","Second Ebenezer Baptist Church","2760 Grand Blvd. E.","48211","Second Ebenezer Baptist Church","035799","Fixed Establishment","2/15/2008","Food Service Establishment","New Owner/Complete Reconstruct","Medium","150","341455","42.3749912369397","-83.061821030377"
"1559","Tai Hing Carry Out","1114 Holcomb","48214","Chuan Bo Zou","053570","Fixed Establishment","4/22/2019","Food Service Establishment","Temporarily Closed",,"150",,,
"1560","Mr. Steve's Pizza","9911 Greenfield","48227","Stephen Albert Zelenka, Jr.","229927","Fixed Establishment",,"Food Service Establishment","Open","High","150","350500","42.368059394642","-83.1977507146129"
"1561","Club International","6060 Fort St.W.","48209","Club International, Inc.","035802","Fixed Establishment","4/22/2015","Food Service Establishment","Open",,"335",,,
"1562","Panda Chinese Restaurant","18614 Fenkell Ave.","48223","Hung Kun Yeung","035803","Fixed Establishment","5/12/2022","Food Service Establishment","Open","High","150","123092","42.4016297810503","-83.2242550911006"
"1563","Detroit Rescue Mission","3535 Third","48201","Detroit Rescue Mission Ministr","035804","Fixed Establishment","4/28/2022","Food Service Establishment","Open","High","150","226948","42.3446704634011","-83.0658142371786"
"1564","Papa Romano's #41","19027 Mack ave.","48236","Kay Foods","035805","Fixed Establishment",,"Food Service Establishment","Open",,"335",,,
"1565","Brewery Park Deli","1155 Brewery Park","48207","John Barr","035810","Fixed Establishment","4/30/2018","Food Service Establishment","New Owner/Complete Reconstruct",,"335","255083","42.3434035213065","-83.0401795986048"
"1566","La Tejana Bar","1411 Junction Ave.","48209","Edna Limas","035811","Fixed Establishment","4/27/2009","Food Service Establishment","Open",,"365",,,
"1567","Bates Academy","16661 Greenlawn","48221","Detroit Board of Education","035815","Fixed Establishment","12/4/2006","Public School","Open",,"150","104503","42.4143725717805","-83.1563664916905"
"1568","Academy of the Americas (Middle)","5680 Konkel St.","48210","Detroit Board of Education","035816","Fixed Establishment","6/1/2020","Public School","Open","Medium","180","539926","42.3271155001651","-83.1105345536376"
"1569","Dunkin Donuts/Baskin Robbins","19125 Telegraph Rd.","48219","Shrijee Investment, Inc.","035819","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"335","352725","42.4297218299998","-83.27848815"
"1571","Cornerstone School","9333 Linwood","48206","Archdiocese of Detroit","035822","Fixed Establishment","12/4/2006","Non-Public School","Permanently Closed",,"150",,,
"1572","Buddy's West, Inc","19163 Mack Ave.","48236","Robert B. Jacobs","035824","Fixed Establishment","4/12/2022","Food Service Establishment","Open",,"335",,,
"1573","Mae E. Jemison School","6230 Plainview","48228","Detroit Board of Education","035825","Fixed Establishment",,"Public School","Permanently Closed",,"180","540029","42.3351388229107","-83.2332759281075"
"1574","Agape House","18515 James Couzens","48235","Hartford Memorial Baptist Chur","035826","Fixed Establishment","8/24/2007","Food Service Establishment","Permanently Closed",,"150",,,
"1575","China 1 Chinese Restaurant","19129 Telegraph Rd.","48219","Jianer Cheng","035827","Fixed Establishment","4/25/2022","Food Service Establishment","Open","High","150","352729","42.4298400799999","-83.27849578"
"1576","Burger King Corp #6796","19901 Van Dyke Ave.","48234","GPS Hospitality Partners III","081578","Fixed Establishment",,"Food Service Establishment","Open","High","150","269352","42.4416745156634","-83.025107878768"
"1577","U of Detroit Mercy-Student Cafe/Poblanos","4001 McNichols Rd. W.","48221","Metz Culinary Management","222065","Fixed Establishment","4/12/2022","Food Service Establishment","Open","High","150","253760","42.4129452310745","-83.1370741831935"
"1578","Grandy's Coney Island","3570 Mt. Elliott","48207","Sokol Pepaj","203699","Fixed Establishment",,"Food Service Establishment","Open",,"150","331484","42.3611803362258","-83.0210247788523"
"1579","The Hot Dog Man","2727 Russell","48207","Bert W. Dearing","035833","Mobile Food Establishment",,"LHD - Mobile Food Establishmen","Open",,"180","258944","42.3473063886651","-83.0418002572407"
"1580","Diamond Jack-Blue Water Exploration","13000 Denmark","48217","Patricia Hoey-Carrothers","035835","Mobile Food Establishment","4/18/2019","LHD - Mobile Food Establishmen","Seasonal",,"365","346896","42.2926800838895","-83.144697665598"
"1581","Club Jovonnes","9138 Greenfield","48228","FRANS INC","083442","Fixed Establishment",,"Food Service Establishment","Open","Medium","335","216219","42.3614844637834","-83.1967710398369"
"1582","Communication and Media Arts School","14771 Mansfield","48227","Detroit Board of Education","035840","Fixed Establishment","4/15/2019","Public School","Open",,"180","351632","42.3982411219236","-83.2059628300389"
"1583","Full Cup","15560 Puritan","48227","Full Gospel Open Door Assembly","035842","Fixed Establishment",,"Food Service Establishment","Temporarily Closed",,"335","538034","42.4089517941624","-83.200292012255"
"1584","U Of D Jesuit High School","8400 Cambridge S.","48221","U Of D Jesuit High School","035843","Fixed Establishment","4/26/2022","Non-Public School","Open","Medium","180","24168","42.4328351874656","-83.1541588187007"
"1585","Maya Angelou Elementary School","5959 Whittier","48224","Detroit Board of Education","035844","Fixed Establishment","12/4/2006","Public School","Permanently Closed",,"150","349558","42.4109080331077","-82.9418906371185"
"1586","Hockey Town Cafe","2301 Woodward Ave.","48201","Detroit Hospitality Sportservi","224665","Fixed Establishment","4/18/2022","Food Service Establishment","Open",,"150","23005","42.3389532718626","-83.0527065409908"
"1587","McDonald's #12308","15501 Plymouth Rd.","48227","Gilbertine Brundige","051564","Fixed Establishment",,"Food Service Establishment","Open","Medium","335","216393","42.3722310851912","-83.1980966071611"
"1588","New Mt. Zion Missionary Baptist","2201 Elmhurst","48206","New Mt Zion Missionary Baptist","035848","Fixed Establishment",,"Food Service Establishment","Open",,"515","33162","42.3866006462794","-83.1096299804286"
"1589","The Snack Box LLC","19132 Conant Ave.","48234","Daniel P. Davis","065931","Fixed Establishment",,"Food Service Establishment","Open",,"180",,,
"1590","Marvin L. Winans Academy (High School)","7616 Nevada E.","48234","Detroit Board of Education","081179","Fixed Establishment","5/15/2015","Non-Public School","Permanently Closed",,"180","263628","42.4264453932914","-83.0249703945622"
"1591","Hungry Howie's Pizza & Subs","19512 Schoolcraft","48228","Stephen A. Zelenka, Jr.","035854","Fixed Establishment","4/24/2006","Food Service Establishment","Permanently Closed",,"335","538854","42.3865552840471","-83.2336482966716"
"1592","Christ the King Grade School","16800 Trinity ","48219","Archdiocese of Detroit","035855","Fixed Establishment","4/29/2022","Non-Public School","Open","Medium","180","352145","42.4135662895061","-83.2483627197148"
"1593","The Hot Dog Man","2727 Russell","48207","Bert W. Dearing","035862","Mobile Food Establishment",,"LHD - Mobile Food Establishmen","Open",,"180","258944","42.3473063886651","-83.0418002572407"
"1594","ALBA'S CONEY ISLAND INC","3639 DAVISON E.","48212","MARKU ZEF","035865","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"180","486375","42.4155254404423","-83.0622457091368"
"1595","Rabaut's Cafe","18536 Warren Ave. E.","48236","Christopher W. Rabaut","035867","Fixed Establishment",,"Food Service Establishment","Open",,"150","347621","42.4117101763221","-82.9138706106753"
"1596","Cass Cafe","4620 Cass Ave.","48201","Charles Roy, Jr.","035869","Fixed Establishment","5/11/2021","Food Service Establishment","Open","Medium","335","330032","42.3535014562346","-83.0648517531652"
"1597","Anchor Bar","450 Fort St. W.","48226","Vaughn H. Derderian","035870","Fixed Establishment",,"Food Service Establishment","Open","High","150","290900","42.3291619802596","-83.0518138050779"
"1598","Boop's Red Rooster","6553 McNichols E.","48212","Lois V. Hamilton","035872","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"150","536414","42.4195190863346","-83.0340642356069"
"1599","Polly's Coffee Shop","6207 Warren W.","48210","Polly Carreathers","035873","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"150",,,
"1600","Cornerstone School","2411 Iroquois","48214","Archdiocese of Detroit","035881","Fixed Establishment","4/30/2008","Non-Public School","Open",,"150","348691","42.3622506413065","-82.9979907270071"
"1601","Little Caesar's Pizza #0025","13226 Jefferson E.","48215","LITTLE CAESAR ENTERPRISES","035882","Fixed Establishment","4/30/2008","Food Service Establishment","Open",,"335","331975","42.3697706920094","-82.9497417568403"
"1602","Rick's Delights","660 Plaza Drive","48226","Rick's Delights, Inc.","035883","Fixed Establishment","4/28/2006","Food Service Establishment","Permanently Closed",,"335",,,
"1603","Myke's Kitchen of Soul","19305 Warren Ave. W.","48228","Brenda S. Green","055730","Fixed Establishment","2/19/2007","Food Service Establishment","Permanently Closed",,"150",,,
"1604","Focus:Hope Center ADVA Technology","1400 Oakman","48238","Eleanor M. Josaitis","051878","Fixed Establishment","4/3/2007","Food Service Establishment","Open",,"150","12777","42.3996812503897","-83.1237083558144"
"1605","Steve's Pizza Island","18610 Warren Ave. W.","48228","Faris S. Odeh","058583","Fixed Establishment","12/7/2007","Food Service Establishment","Permanently Closed",,"180","452046","42.3435840338773","-83.2222988748429"
"1606","Prelja's Ham Palace","9405 Fort St. W.","48209","Sinistaj Prelja","035889","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","3399","42.2954256675933","-83.1309776950046"
"1607","MICHIGAN COMM FOR BLIND","5201 Woodward","48201","MICHAEL REDDICK","035892","Other",,"LHD - Vending","Permanently Closed",,"180","264842","42.3584683436898","-83.0669696231628"
"1609","Tommy's Lounge","12600 Woodrow Wilson","48238","Thomas Barnett","035895","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"150","41159","42.3929140086826","-83.1075666816623"
"1610","Sun China Restaurant","16901 Telegraph Rd.","48219","H.K. Company, Inc./On Fung","035896","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","545522","42.4137331428579","-83.2778370801541"
"1611","Chop Suey King, L.L.C.","13328-40 Harper","48213","Feng, Mei Qiu","065471","Fixed Establishment","4/29/2010","Food Service Establishment","Permanently Closed",,"150",,,
"1612","Oscar's Coney Island #8","10801 Chicago W.","48204","Mark Deda","080858","Fixed Establishment",,"Food Service Establishment","Open",,"150","536810","42.3658292921254","-83.1669587172348"
"1613","Chicago's Pizza","4650 Vernor St. W.","48209","Cirilo Amezquita","035899","Fixed Establishment","5/5/2022","Food Service Establishment","Open","Medium","335","349310","42.319528001633","-83.0982816356182"
"1614","Beirut Kebab","5827 Vernor St. W.","48209","Houssam Mohammad-Ahmad","068401","Fixed Establishment","8/12/2011","Food Service Establishment","Open",,"150","536350","42.316620151477","-83.104228694022"
"1615","Robinson Dairy Vending","7701 Jefferson W.","48209","Frank Caramagno","035903","Other",,"LHD - Vending","Open",,"180","254206","42.2929014441004","-83.1097410266801"
"1616","River Breeze Dairy","10800 Jefferson Ave. E.","48214","Clausel Maxwell","035920","Fixed Establishment","4/26/2022","Food Service Establishment","Temporarily Closed","Medium","335","540919","42.3644565700925","-82.9749040107316"
"1617","ROBINSON VENDING VENDING","1301 WARREN E.","48212","FRANK R CARAMAGNO","035922","Other",,"LHD - Vending","Permanently Closed",,"180","46669","42.3619498335101","-83.0525857247291"
"1618","Bai Mai Thai Lafayette","1541 Lafayette Ave. E.","48207","Narongsak Laungphakorn","072155","Fixed Establishment",,"Food Service Establishment","Open","High","150","348435","42.3385505599998","-83.0330429"
"1619","D's Catering","16315 Seven Mile Rd. W.","48235","Devora A. Cunningham","035932","Fixed Establishment","7/10/2015","Food Service Establishment","Permanently Closed",,"150","352060","42.4300657479505","-83.20895555032"
"1620","Marrell's Express Fine Food","7334 Chicago W.","48204","Christine Garner","035937","Fixed Establishment","4/17/2006","Food Service Establishment","Permanently Closed",,"150","540193","42.3666872436919","-83.1428608752504"
"1621","Vix Vending","22101 Moross","48236","John Rittman","035938","Other",,"LHD - Vending","Open",,"180","254920","42.4199393328801","-82.9148162403769"
"1622","J & B Vending","421 Madison","48226","Carl Kado","039732","Other",,"LHD - Vending","Open",,"180","347946","42.3380697577297","-83.0452800607432"
"1623","KaCent","1314 Broadway","48226","Krystle A Coleman","074252","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"335","348312","42.3351203359627","-83.0458494121848"
"1624","City Sports Center","3400 Lafayette St. E.","48207","Soave Enterprises","035942","Fixed Establishment","4/18/2013","Food Service Establishment","Open",,"335","251077","42.3452934611984","-83.0143860782668"
"1625","Little Caesar's Pizza #183","2799 Grand Blvd. W.","48202","Little Caesars Enterprises, In","035943","Fixed Establishment","5/3/2013","Food Service Establishment","Permanently Closed","Medium","150","254506","42.3672372909566","-83.0851665452953"
"1626","Detroit Pizza","1250 Griswold","48226","Joseph E. Williams","035946","Fixed Establishment","3/31/2010","Food Service Establishment","Open",,"335","348289","42.3333172024405","-83.0491879220189"
"1627","McDonald's #15873","13500 Linwood Ave.","48238","Jamjomar VI C/O Jim Thrower","052322","Fixed Establishment","3/24/2022","Food Service Establishment","Open","Medium","335","347559","42.3934976394222","-83.1220255214438"
"1628","Hannan Center","4750 Woodward Ave.","48201","Hannan Center","078720","Fixed Establishment","4/26/2022","Food Service Establishment","Temporarily Closed","Medium","335","543896","42.3556779897906","-83.0630635034302"
"1629","Sterling Services","6061 Cicotte","48210","S. Donovan","035955","Other",,"LHD - Vending","Open",,"500","215830","42.3431687540939","-83.1335908985891"
"1630","White Castle #42","14401 Harper Ave.","48224","White Castle System, Inc.","035957","Fixed Establishment","4/21/2010","Food Service Establishment","Open",,"335","232409","42.405234946794","-82.964575447084"
"1631","Motown Cravings","3031 Grand Blvd. W.","48202","Vivian McKay","075149","Fixed Establishment","5/30/2014","Food Service Establishment","Permanently Closed","High","150","336528","42.3700706331916","-83.0762037061675"
"1632","Taqueria Lupitas","3443 Bagley","48216","Valeria Lopez","035960","Fixed Establishment","5/5/2022","Food Service Establishment","Open",,"150","241481","42.3229233290237","-83.0854945194962"
"1633","St. John Moross Market Cafe","22101 Moross Ave.","48236","Ascension St. John Moross","249339","Fixed Establishment","3/11/2022","Food Service Establishment","Open","High","150","254920","42.4199393328801","-82.9148162403769"
"1634","Anderson Memorial COGIC","17860 Joseph Campau","48212","Anderson Memorial COGIC Inc.","035963","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"350","352405","42.4244112414862","-83.0728141163172"
"1635","Detroit Receiving Hospital","4201 St. Antoine","48201","Morrison Management Specialist","057393","Fixed Establishment","5/7/2014","Food Service Establishment","Permanently Closed","High","150","349216","42.3535008337007","-83.0548165972827"
"1636","Harper Hospital #18105","3990 John R.","48201","Morrison Management Specialist","057458","Fixed Establishment","5/7/2014","Food Service Establishment","Open","High","150","328296","42.3509701157216","-83.0561500458897"
"1637","Hutzel Hospital","4707 St. Antoine","48201","Sodexho Management","035966","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","329086","42.3574606932519","-83.0579083699947"
"1638","Sinai-Grace Hospital-Morrison Management","6071 Outer Dr. W.","48235","VHS Sinai-Grace Hospital, Inc.","068402","Fixed Establishment","5/7/2014","Food Service Establishment","Open","High","150","252474","42.4189984559919","-83.182396587898"
"1639","Children's Hospital of Michigan","3901 Beaubien St.","48201","Morrison Management Specialist","057459","Fixed Establishment","5/7/2014","Food Service Establishment","Open","High","150","260403","42.3520728255557","-83.0548843528754"
"1640","University of Detroit Dental School","2700 Martin Luther King Blvd.","48208","metz culinary management","221011","Fixed Establishment","11/23/2021","Food Service Establishment","Open",,"150","348826","42.3381601208376","-83.0872905208523"
"1641","ST. JOHN N.E. COMMUNITY HOS","4777 Outer Dr. E.","48234","ST. JOHN COMMUNITY HOSPITAL","035970","Fixed Establishment","6/1/2007","Food Service Establishment","Permanently Closed",,"335","269436","42.4422709670865","-83.0198969980907"
"1642","Southeast Children and Family","3975 Concord","48207","Joan Scales","035973","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"180","80188","42.366495769826","-83.0189438655386"
"1643","A. L. Holmes Elementary","8950 Crane St.","48213","Detroit Board of Education","035974","Fixed Establishment","4/15/2019","Public School","Open","Medium","180",,,
"1644","KINGS & QUEENS RENTAL HALL","15845 SCHAFER","48227","ALEXANDER JESSIE JR","035976","Fixed Establishment",,"Food Service Establishment",,,"180","87345","42.4082159473148","-83.1797004876978"
"1645","Henry Ford Hospital Cafeteria","2799 Grand Blvd. W.","48202","Henry Ford Hospital/Aramark","035977","Fixed Establishment","4/26/2022","Food Service Establishment","Open","High","150","254506","42.3672372909566","-83.0851665452953"
"1646","Parabox Cafe","1927 Michigan","48216","MOORE FRANK K","035978","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"335","538768","42.3309905021781","-83.0723826843529"
"1647","China One","20160 Seven Mile Rd. W.","48219","Wong Hing Yau","035980","Fixed Establishment","4/26/2022","Food Service Establishment","Open",,"150","353024","42.4299507099999","-83.24043273"
"1648","Erma Henderson Inst. Lower School","9600 Mettetal","48227","Detroit Board of Education","035982","Fixed Establishment","5/21/2008","Public School","Permanently Closed",,"150",,,
"1649","Paul Robeson/Malcolm X Academy","2701 Fenkell","48238","Detroit Board of Education","035984","Fixed Establishment","4/21/2011","Public School","Open",,"150","487120","42.4016048237689","-83.1286331439746"
"1650","Dino's Cafe Inc.","1601 Waterman","48209","Dino Carrer","035987","Fixed Establishment","5/13/2020","Food Service Establishment","Open",,"335","83050","42.310953248172","-83.1133090252955"
"1651","De Angelo's Pizza","8935 Jefferson Ave. E.","48214","Farook Ammori","035988","Fixed Establishment","4/30/2013","Food Service Establishment","Temporarily Closed",,"150","5570","42.3576462467531","-82.9866973849697"
"1652","IRS Food Service","985 Michigan Ave.","48210","Bureau of Services for Blind P","035989","Fixed Establishment",,"Food Service Establishment","Permanently Closed","Medium","150","37704","42.3305355324032","-83.0592856361141"
"1654","La Hacienda","18712 Warren Ave. W.","48228","FAVIAN ROSAS","035991","Fixed Establishment","12/4/2006","Food Service Establishment","Permanently Closed",,"180","352617","42.3435451108529","-83.2235910096262"
"1656","Boston Market #976","18610 Livernois Ave.","48221","Boston Market Corporation","035995","Fixed Establishment","4/27/2022","Food Service Establishment","Open",,"150","352582","42.4283828699999","-83.14088439"
"1657","McDonald's #14217","19840 Van Dyke Ave.","48234","SUJIT DATTA","202807","Fixed Establishment","4/28/2017","Food Service Establishment","Open","Medium","335","268182","42.4408697000024","-83.0239358609189"
"1658","Chef's Corned Beef House & Coney Island","13600 Seven Mile Rd. W.","48235","Mikel Zekaj","077781","Fixed Establishment","4/14/2015","Food Service Establishment","Permanently Closed",,"150","22795","42.4313418360776","-83.180907490466"
"1659","Mecca","15304-08 Eight Mile Rd. E.","48205","Metro East Caring Caribou Asso","035999","Fixed Establishment","12/4/2006","Food Service Establishment","Temporarily Closed",,"335",,,
"1660","Wong's #1 Chinese","11870 Warren Ave. E.","48214","BO WONG","036000","Fixed Establishment","12/4/2006","Food Service Establishment","Open",,"150","416014","42.3884801990315","-82.9788590143755"
"1661","Happiness Club","800 Seven Mile Rd. W.","48203","Ayar Sabah","SW36001","Fixed Establishment","4/24/2006","Food Service Establishment","Permanently Closed",,"150","536549","42.4323593899547","-83.1113035976132"
"1662","Supino Pizzeria","2457 Russell St.","48207","David Mancini","060741","Fixed Establishment",,"Food Service Establishment","Open","High","150","255158","42.3453847233262","-83.040253366298"
"1663","Johnson Southern Kitchen","14249 Greenfield Rd.","48227","Roger Johnson","060735","Fixed Establishment","4/10/2014","Food Service Establishment","Temporarily Closed",,"150","537662","42.3913837760369","-83.1986382240546"
"1664","Four Seasons","2211 Jefferson E.","48207","Armand Ruda","081270","Fixed Establishment","6/25/2015","Food Service Establishment","Open",,"150","247752","42.3383605859117","-83.023589210983"
"1666","Subway #14483","660 Woodward","48226","Rochelle Newson","050697","Fixed Establishment","5/30/2008","Food Service Establishment","Open",,"335","348114","42.3310182896082","-83.0455310711123"
"1667","Intermezzo","1435-37 Randolph","48226","Nick Apone","036017","Fixed Establishment",,"Food Service Establishment","Permanently Closed",,"150","348390","42.3356028764425","-83.0460427204806"
"1668","Gars Vending-BSBP","1001 Howard","48226","Garnet Prentice","046065","Other","4/28/2015","LHD - Vending","Open",,"500","288187","42.327937796335","-83.0585351211862"
"1669","Chopstick Carry-out","15686 Joy Rd.","48228","Xiang Di Lu","036019","Fixed Establishment","4/28/2019","Food Service Establishment","Open",,"150","222118","42.3592460792496","-83.1992685767766"
"1670","L. George's Coney Island #10","10041 Fenkell Ave.","48238","Pjeter Dema","054620","Fixed Establishment","9/14/2010","Food Service Establishment","Open",,"335","89832","42.4022130416541","-83.1603678654251"
"1671","Happy's Pizza #3","11025 Morang Dr.","48234","Sauren Danielian","237178","Fixed Establishment",,"Food Service Establishment","Open","Medium","335","319661","42.4226158385191","-82.9421373108205"
"1672","Finney High School","17200 Southampton","48224","Detroit Board of Education","036024","Fixed Establishment","5/5/2008","Public School","Permanently Closed",,"150",,,
